MSSubClass,MSZoning,LotArea,LotShape,LotConfig,Neighborhood,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtFinType1,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,Electrical,X1stFlrSF,GrLivArea,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,GarageType,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,MoSold,YrSold,SaleType,SaleCondition,SalePrice
20,RL,8800,Reg,Inside,NAmes,1Fam,1Story,6,6,1964,1964,Hip,HdBoard,HdBoard,BrkFace,425,TA,TA,CBlock,TA,BLQ,553,698,1251,TA,Y,SBrkr,1251,1251,1,1,0,3,1,TA,6,Attchd,RFn,1,461,TA,TA,Y,3,2006,WD,Normal,160000
60,RL,13031,IR2,Corner,Gilbert,1Fam,2Story,6,5,1995,1996,Gable,HdBoard,HdBoard,None,0,TA,TA,PConc,Gd,ALQ,592,99,691,Gd,Y,SBrkr,691,1498,0,2,1,3,1,TA,6,Attchd,Fin,2,409,TA,TA,Y,7,2006,WD,Normal,187500
85,RL,9069,Reg,Inside,SawyerW,1Fam,SFoyer,6,6,1992,1992,Gable,HdBoard,HdBoard,None,0,TA,TA,PConc,Gd,GLQ,747,189,936,Ex,Y,SBrkr,996,996,1,1,0,2,1,Gd,5,Attchd,Unf,2,564,TA,TA,Y,4,2010,WD,Normal,147000
160,RM,1974,Reg,Inside,MeadowV,TwnhsE,2Story,4,5,1973,1973,Gable,CemntBd,CmentBd,None,0,TA,TA,CBlock,TA,BLQ,334,212,546,TA,Y,SBrkr,546,1092,0,1,1,3,1,TA,6,Attchd,RFn,1,286,TA,TA,Y,5,2010,WD,Normal,83500
60,FV,10574,Reg,Inside,Somerst,1Fam,2Story,8,5,2005,2006,Gable,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,Unf,0,1082,1082,Ex,Y,SBrkr,1082,1953,0,2,1,3,1,Gd,9,Attchd,RFn,3,1043,TA,TA,Y,5,2009,WD,Normal,252000
160,RM,2522,Reg,Inside,Edwards,Twnhs,2Story,7,5,2004,2004,Gable,VinylSd,VinylSd,Stone,50,Gd,TA,PConc,Gd,Unf,0,970,970,Ex,Y,SBrkr,970,1709,0,2,0,3,1,Gd,7,Detchd,Unf,2,380,TA,TA,Y,4,2006,WD,Normal,137500
120,FV,3316,IR1,Inside,Somerst,TwnhsE,1Story,8,5,2005,2005,Gable,MetalSd,MetalSd,None,0,Gd,TA,PConc,Gd,GLQ,1039,208,1247,Ex,Y,SBrkr,1247,1247,1,1,1,1,1,Gd,4,Attchd,Fin,2,550,TA,TA,Y,4,2006,WD,Normal,197000
160,FV,2160,Reg,Inside,Somerst,Twnhs,2Story,7,5,1999,2000,Gable,MetalSd,MetalSd,BrkFace,212,Gd,TA,PConc,Gd,BLQ,510,90,600,Ex,Y,SBrkr,624,1252,1,2,1,2,1,Gd,4,Detchd,Unf,2,462,TA,TA,Y,3,2008,WD,Normal,160000
50,RL,8400,Reg,Inside,SWISU,1Fam,1.5Fin,6,5,1925,1950,Gable,MetalSd,MetalSd,None,0,TA,TA,PConc,TA,Rec,423,758,1181,Fa,Y,SBrkr,1390,1694,0,2,0,4,1,TA,7,Detchd,Unf,2,576,TA,TA,Y,6,2008,WD,Normal,136500
20,RL,9230,Reg,Corner,NAmes,1Fam,1Story,5,8,1965,1998,Hip,MetalSd,MetalSd,BrkFace,166,TA,TA,CBlock,TA,GLQ,661,203,864,Gd,Y,SBrkr,1200,1200,1,1,1,1,1,Gd,6,Detchd,Unf,2,884,TA,TA,Y,10,2006,WD,Normal,146000
20,RL,5868,Reg,Inside,NAmes,1Fam,1Story,5,7,1956,2000,Gable,MetalSd,MetalSd,None,0,TA,TA,CBlock,TA,BLQ,248,448,936,Ex,Y,SBrkr,936,936,1,1,0,2,1,TA,4,Attchd,Fin,1,308,TA,TA,Y,5,2010,WD,Normal,129000
20,RL,9317,IR1,Inside,CollgCr,1Fam,1Story,6,5,2006,2006,Gable,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,GLQ,24,1290,1314,Gd,Y,SBrkr,1314,1314,0,2,0,3,1,Gd,6,Attchd,RFn,2,440,TA,TA,Y,3,2007,WD,Normal,176432
120,RL,3696,Reg,Inside,StoneBr,TwnhsE,1Story,8,5,1986,1986,Gable,HdBoard,HdBoard,None,0,Gd,TA,CBlock,Gd,Unf,0,1074,1074,Ex,Y,SBrkr,1088,1088,0,1,1,2,1,Gd,5,Attchd,RFn,2,461,TA,TA,Y,10,2007,WD,Normal,170000
50,RM,6000,Reg,Inside,BrkSide,1Fam,1.5Fin,4,6,1936,1950,Gable,MetalSd,MetalSd,None,0,TA,TA,BrkTil,TA,BLQ,672,0,672,TA,Y,SBrkr,757,1324,0,1,0,3,1,TA,6,Detchd,Unf,1,240,TA,TA,Y,7,2009,WD,Normal,128000
20,RL,11880,IR1,Inside,NWAmes,1Fam,1Story,7,5,1978,1978,Gable,Plywood,Plywood,BrkFace,206,TA,TA,CBlock,Gd,ALQ,704,567,1271,TA,Y,SBrkr,1601,1601,0,2,0,3,1,TA,7,Attchd,RFn,2,478,TA,TA,Y,4,2009,COD,Abnorml,157000
30,RL,8400,Reg,Inside,SWISU,1Fam,1Story,2,5,1920,1950,Gable,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,TA,Rec,290,0,290,TA,N,FuseF,438,438,0,1,0,1,1,Fa,3,Detchd,Unf,1,246,TA,TA,N,1,2009,WD,Normal,60000
20,RL,9758,IR1,Inside,NAmes,1Fam,1Story,5,5,1971,1971,Gable,HdBoard,MetalSd,None,0,TA,TA,CBlock,TA,BLQ,412,251,950,TA,Y,SBrkr,950,950,0,1,0,3,1,TA,5,Detchd,Unf,1,280,TA,TA,Y,7,2007,WD,Normal,119500
20,RL,7000,Reg,Inside,NAmes,1Fam,1Story,5,7,1960,2002,Gable,Wd Sdng,Wd Sdng,BrkFace,45,TA,TA,CBlock,TA,Rec,588,422,1010,Ex,Y,SBrkr,1134,1134,0,1,0,2,1,TA,6,Attchd,RFn,1,254,TA,TA,Y,4,2007,WD,Family,135000
20,RL,8910,Reg,Corner,NAmes,1Fam,1Story,6,6,1959,1959,Hip,BrkFace,BrkFace,None,0,TA,TA,CBlock,TA,ALQ,655,0,655,Ex,Y,SBrkr,1194,1194,0,1,0,3,1,TA,6,BuiltIn,Fin,2,539,TA,TA,Y,7,2006,WD,Normal,159500
160,RM,2016,Reg,Inside,BrDale,TwnhsE,2Story,5,5,1970,1970,Gable,HdBoard,HdBoard,BrkFace,304,TA,TA,CBlock,TA,Unf,0,630,630,TA,Y,SBrkr,630,1302,0,2,1,3,1,TA,6,Detchd,Unf,2,440,TA,TA,Y,4,2007,WD,Normal,106000
60,RL,12256,IR1,Corner,NoRidge,1Fam,2Story,8,5,1994,1995,Gable,HdBoard,HdBoard,BrkFace,362,Gd,TA,PConc,Ex,GLQ,1032,431,1463,Ex,Y,SBrkr,1500,2622,1,2,1,3,1,Gd,9,Attchd,RFn,2,712,TA,TA,Y,4,2010,WD,Normal,325000
20,RL,10357,IR1,Corner,SawyerW,1Fam,1Story,7,5,1990,1991,Hip,HdBoard,HdBoard,None,0,Gd,TA,PConc,Gd,GLQ,738,172,910,Gd,Y,SBrkr,1442,1442,1,2,0,3,1,Gd,6,Attchd,Fin,2,719,TA,TA,Y,5,2007,WD,Normal,179900
60,RL,23257,IR3,CulDSac,Gilbert,1Fam,2Story,7,5,2006,2006,Gable,VinylSd,VinylSd,None,0,Gd,TA,PConc,Ex,Unf,0,868,868,Ex,Y,SBrkr,887,2021,0,2,1,3,1,Gd,9,BuiltIn,RFn,2,422,TA,TA,Y,9,2006,New,Partial,274725
60,RL,8063,Reg,Inside,Gilbert,1Fam,2Story,6,5,2000,2000,Gable,VinylSd,VinylSd,None,0,TA,TA,PConc,Gd,Unf,0,924,924,Ex,Y,SBrkr,948,1690,0,2,1,3,1,TA,7,Attchd,RFn,2,463,TA,TA,Y,11,2007,WD,Abnorml,181000
20,RL,11362,IR1,Inside,NridgHt,1Fam,1Story,8,5,2004,2005,Gable,MetalSd,MetalSd,Stone,42,Gd,TA,PConc,Ex,GLQ,1039,797,1836,Ex,Y,SBrkr,1836,1836,1,2,0,3,1,Gd,7,Attchd,Fin,3,862,TA,TA,Y,3,2009,WD,Normal,280000
60,RL,8000,Reg,Inside,Gilbert,1Fam,2Story,6,5,1995,1996,Gable,HdBoard,HdBoard,None,0,TA,TA,PConc,Gd,GLQ,219,554,773,Gd,Y,SBrkr,773,1658,1,2,1,3,1,TA,8,Attchd,Fin,2,431,TA,TA,Y,6,2008,WD,Normal,188000
60,RL,10480,Reg,Inside,NWAmes,1Fam,2Story,7,6,1976,1976,Hip,Plywood,Plywood,BrkFace,660,TA,TA,CBlock,TA,ALQ,403,400,803,TA,Y,SBrkr,1098,1964,0,2,1,4,1,TA,8,Attchd,RFn,2,483,TA,TA,Y,9,2008,WD,Normal,205000
20,RL,7100,IR1,Corner,NAmes,1Fam,1Story,5,7,1957,1957,Gable,WdShing,Wd Shng,None,0,TA,TA,CBlock,TA,GLQ,708,108,816,TA,Y,FuseA,816,816,1,1,0,2,1,TA,5,Detchd,Unf,1,308,TA,TA,Y,7,2006,WD,Normal,129900
20,RL,8923,Reg,Inside,NAmes,1Fam,1Story,5,7,1953,2006,Gable,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,TA,BLQ,643,365,1008,Gd,Y,SBrkr,1008,1008,1,1,0,2,1,Gd,6,Attchd,Unf,1,240,TA,TA,Y,5,2007,WD,Normal,134500
20,RL,5400,Reg,Inside,OldTown,1Fam,1Story,5,7,1954,2000,Gable,MetalSd,MetalSd,None,0,TA,Gd,CBlock,TA,Rec,415,418,833,Ex,Y,SBrkr,833,833,0,1,0,2,1,Gd,4,Detchd,Unf,1,326,TA,TA,Y,8,2006,WD,Normal,117000
20,RL,12085,Reg,Inside,NridgHt,1Fam,1Story,8,5,2007,2007,Hip,VinylSd,VinylSd,Stone,328,Gd,TA,PConc,Ex,GLQ,1004,730,1734,Ex,Y,SBrkr,1734,1734,1,2,0,3,1,Ex,7,Attchd,RFn,3,928,TA,TA,Y,11,2007,New,Partial,318000
80,RL,7750,Reg,Inside,Gilbert,1Fam,SLvl,8,5,2002,2002,Hip,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,GLQ,353,55,408,Ex,Y,SBrkr,779,1419,1,2,1,3,1,Gd,7,BuiltIn,Fin,2,527,TA,TA,Y,3,2009,WD,Normal,184100
20,RL,9764,IR1,FR2,Sawyer,1Fam,1Story,5,7,1967,2003,Gable,VinylSd,VinylSd,None,0,TA,TA,CBlock,TA,BLQ,702,192,894,Ex,Y,SBrkr,894,894,1,1,0,3,1,Gd,5,Attchd,RFn,2,450,TA,TA,Y,5,2008,WD,Normal,130000
80,RL,13825,Reg,Inside,Sawyer,1Fam,SLvl,5,6,1958,1987,Gable,MetalSd,MetalSd,None,0,TA,Gd,CBlock,TA,Unf,0,533,533,TA,Y,SBrkr,1021,1601,0,1,0,3,1,TA,6,BuiltIn,RFn,1,300,TA,TA,Y,12,2008,WD,Normal,140000
20,RL,7560,Reg,Inside,NAmes,1Fam,1Story,5,5,1959,1959,Gable,BrkFace,Wd Sdng,None,0,TA,TA,CBlock,TA,LwQ,369,671,1040,TA,Y,FuseA,1040,1040,0,1,0,3,1,TA,6,Attchd,RFn,1,286,TA,TA,Y,7,2006,WD,Normal,133700
30,RM,8263,Reg,Inside,IDOTRR,1Fam,1Story,6,5,1920,1950,Gable,BrkFace,BrkFace,None,0,TA,TA,BrkTil,TA,Unf,0,1012,1012,TA,Y,FuseA,1012,1012,0,1,0,2,1,TA,6,Detchd,Unf,1,308,TA,TA,Y,5,2007,WD,Normal,118400
20,RL,10084,Reg,Inside,CollgCr,1Fam,1Story,7,5,2005,2006,Gable,VinylSd,VinylSd,BrkFace,196,Gd,TA,PConc,Gd,GLQ,24,1528,1552,Ex,Y,SBrkr,1552,1552,0,2,0,3,1,Gd,7,Attchd,RFn,3,782,TA,TA,Y,7,2006,New,Partial,212900
20,RL,8926,IR1,Corner,Edwards,1Fam,1Story,4,3,1956,1956,Gable,AsbShng,AsbShng,None,0,TA,TA,CBlock,TA,Unf,0,672,672,Ex,Y,FuseA,960,960,0,1,0,3,1,TA,5,Basment,Unf,1,288,TA,TA,Y,10,2009,COD,Abnorml,112000
80,RL,9125,IR1,Inside,Gilbert,1Fam,SLvl,7,5,1992,1992,Gable,HdBoard,HdBoard,BrkFace,170,TA,TA,PConc,Gd,Unf,0,384,384,Gd,Y,SBrkr,812,1482,0,2,1,3,1,Gd,7,Attchd,Fin,2,392,TA,TA,Y,7,2007,WD,Normal,163900
20,RL,10434,Reg,Inside,NAmes,1Fam,1Story,4,5,1955,1955,Gable,Plywood,Plywood,None,0,TA,TA,CBlock,TA,Unf,0,1005,1005,TA,Y,SBrkr,1005,1005,0,1,0,2,1,Fa,5,Detchd,Unf,2,672,Fa,Fa,Y,11,2009,WD,Normal,115000
120,RL,3684,Reg,Inside,Blmngtn,TwnhsE,1Story,7,5,2007,2007,Hip,VinylSd,VinylSd,BrkFace,130,Gd,TA,PConc,Gd,Unf,0,1373,1373,Ex,Y,SBrkr,1555,1555,0,2,0,2,1,Gd,7,Attchd,Fin,3,660,TA,TA,Y,6,2009,WD,Normal,174000
20,RL,14572,IR3,Corner,Gilbert,1Fam,1Story,7,5,2004,2004,Hip,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,GLQ,1300,230,1530,Ex,Y,SBrkr,1530,1530,1,2,0,3,1,Gd,7,Attchd,Fin,3,630,TA,TA,Y,11,2007,WD,Family,259000
60,RL,11796,IR1,Inside,Gilbert,1Fam,2Story,7,5,2004,2005,Gable,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,Unf,0,847,847,Ex,Y,SBrkr,847,1959,0,2,1,4,1,Gd,8,BuiltIn,Fin,2,434,TA,TA,Y,7,2007,WD,Normal,215000
90,RM,7200,Reg,Inside,OldTown,Duplex,SFoyer,5,5,1980,1980,Gable,MetalSd,MetalSd,BrkFace,180,TA,TA,CBlock,Gd,GLQ,936,0,936,TA,Y,SBrkr,936,936,1,1,0,2,1,TA,4,Detchd,Unf,2,672,TA,TA,Y,8,2007,WD,Normal,140000
50,RL,7804,Reg,Inside,SWISU,1Fam,1.5Fin,4,3,1928,1950,Gable,WdShing,Plywood,None,0,TA,TA,BrkTil,TA,BLQ,622,500,1122,TA,Y,SBrkr,1328,1981,1,2,0,4,1,Gd,7,Detchd,Unf,2,576,TA,TA,Y,12,2009,WD,Normal,135000
70,RM,9900,Reg,Inside,OldTown,1Fam,2Story,6,4,1880,1950,Gable,Wd Sdng,Wd Sdng,None,0,TA,TA,BrkTil,TA,Unf,0,1008,1008,TA,Y,SBrkr,1178,2210,0,2,0,5,1,Fa,8,Detchd,Unf,1,205,Fa,TA,N,5,2007,WD,Normal,117500
60,RL,9828,IR1,Inside,SawyerW,1Fam,2Story,8,5,1995,1995,Gable,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,GLQ,584,544,1128,Ex,Y,SBrkr,1142,2020,0,2,1,3,1,Gd,8,Attchd,RFn,2,466,TA,TA,Y,6,2009,WD,Normal,239500
60,RL,8773,IR1,Inside,Gilbert,1Fam,2Story,6,5,1997,1997,Gable,VinylSd,VinylSd,None,0,TA,TA,PConc,Gd,Unf,0,916,916,Gd,Y,SBrkr,916,1600,0,2,1,3,1,TA,7,Attchd,Fin,2,460,TA,TA,Y,8,2007,WD,Normal,169000
30,RM,6180,Reg,Corner,BrkSide,1Fam,1Story,6,5,1926,1950,Gable,Wd Sdng,Wd Sdng,None,0,TA,TA,BrkTil,TA,Unf,0,960,960,TA,N,SBrkr,986,986,0,1,0,2,1,TA,5,Detchd,Unf,1,180,TA,TA,Y,5,2007,WD,Normal,102000
50,RL,9600,Reg,Inside,NAmes,1Fam,1.5Fin,6,5,1950,1950,Gable,VinylSd,VinylSd,None,0,TA,TA,CBlock,TA,BLQ,280,752,1032,TA,Y,FuseA,1032,1252,0,1,0,3,1,TA,6,Attchd,Unf,1,288,TA,TA,Y,4,2008,WD,Abnorml,119000
20,RL,9819,IR1,Inside,Mitchel,1Fam,1Story,6,5,1977,1977,Gable,Plywood,ImStucc,None,0,TA,TA,PConc,TA,ALQ,1567,0,1567,TA,Y,SBrkr,1567,1567,1,2,0,2,1,Gd,5,Attchd,RFn,2,714,TA,TA,Y,5,2009,WD,Normal,196000
30,RL,8731,IR1,Inside,BrkSide,1Fam,1Story,5,5,1920,1950,Gable,Stucco,Stucco,None,0,TA,Fa,BrkTil,TA,BLQ,645,270,915,TA,Y,SBrkr,1167,1167,0,1,0,3,1,TA,6,Detchd,Unf,2,495,TA,TA,Y,5,2007,WD,Normal,144000
20,RL,7350,Reg,Corner,NAmes,1Fam,1Story,5,7,1951,1951,Gable,HdBoard,HdBoard,None,0,TA,TA,CBlock,TA,ALQ,852,100,952,TA,Y,SBrkr,952,952,1,1,0,2,1,TA,4,Detchd,Unf,2,840,TA,TA,Y,6,2008,COD,Abnorml,139000
60,RL,10304,IR1,CulDSac,NWAmes,1Fam,2Story,5,7,1976,1976,Gable,Plywood,Plywood,BrkFace,44,TA,Gd,CBlock,TA,ALQ,381,399,780,Ex,Y,SBrkr,1088,1868,1,2,1,4,1,Gd,9,Attchd,Unf,2,484,TA,TA,Y,10,2009,WD,Normal,197500
60,RL,9965,Reg,Inside,CollgCr,1Fam,2Story,8,5,2006,2007,Hip,VinylSd,VinylSd,Stone,340,Gd,TA,PConc,Ex,GLQ,1150,316,1466,Ex,Y,SBrkr,1466,2828,1,3,0,4,1,Gd,11,BuiltIn,RFn,3,1052,TA,TA,Y,4,2007,New,Partial,424870
190,RL,12180,Reg,Inside,Edwards,2fmCon,1.5Fin,4,4,1941,1950,Gable,MetalSd,MetalSd,None,0,TA,Fa,BrkTil,Gd,BLQ,348,324,672,Fa,N,FuseA,672,924,1,1,0,2,1,Fa,5,Detchd,Unf,1,280,TA,TA,Y,7,2010,WD,Normal,80000
50,RM,6240,Reg,Inside,BrkSide,1Fam,1.5Fin,5,6,1928,1950,Gable,MetalSd,MetalSd,None,0,TA,TA,BrkTil,TA,Unf,0,1042,1042,Ex,Y,SBrkr,1042,1576,0,1,0,3,1,TA,8,Detchd,Unf,1,225,TA,TA,Y,8,2006,WD,Family,149000
20,RL,11200,Reg,Inside,SawyerW,1Fam,1Story,6,5,1985,1985,Gable,Wd Sdng,Wd Shng,BrkFace,85,Gd,TA,CBlock,Gd,GLQ,1258,40,1298,TA,Y,SBrkr,1298,1298,1,2,0,3,1,Gd,5,Attchd,Unf,2,403,TA,TA,Y,5,2006,WD,Normal,180000
70,RL,12000,Reg,Inside,Crawfor,1Fam,2Story,7,7,1941,1950,Gable,MetalSd,MetalSd,None,0,TA,TA,CBlock,TA,Rec,275,429,704,Ex,Y,SBrkr,860,1564,0,1,1,3,1,Fa,7,Attchd,Unf,1,234,TA,TA,Y,7,2009,WD,Normal,174500
50,RM,5700,Reg,Inside,OldTown,1Fam,1.5Fin,7,7,1926,1950,Gable,Wd Sdng,Wd Sdng,None,0,TA,TA,PConc,TA,Unf,0,572,572,TA,Y,SBrkr,572,1111,0,1,0,2,1,TA,5,Detchd,Unf,1,288,TA,TA,Y,8,2008,WD,Normal,116900
70,RM,9000,Reg,Inside,OldTown,1Fam,2Story,7,9,1920,1988,Hip,VinylSd,VinylSd,None,0,TA,Gd,PConc,TA,ALQ,624,26,650,Ex,Y,SBrkr,832,1482,0,1,0,3,1,TA,7,Detchd,Unf,2,324,TA,TA,Y,7,2009,WD,Normal,143000
20,RL,8280,IR1,Inside,NAmes,1Fam,1Story,6,5,1950,1950,Gable,BrkFace,BrkFace,None,0,TA,TA,CBlock,TA,Unf,0,932,932,Ex,Y,FuseA,932,932,0,1,0,2,1,Gd,4,Attchd,Unf,1,306,TA,TA,Y,11,2007,WD,Normal,124000
20,RL,17755,Reg,Inside,Edwards,1Fam,1Story,5,4,1959,1959,Gable,HdBoard,Plywood,BrkFace,132,TA,TA,CBlock,TA,BLQ,176,1290,1466,TA,Y,SBrkr,1466,1466,0,1,1,3,1,Fa,6,Attchd,Fin,2,528,TA,TA,Y,11,2006,WD,Normal,149900
20,RL,14115,IR1,Inside,Crawfor,1Fam,1Story,6,7,1956,2004,Gable,Stone,Stone,None,0,TA,TA,PConc,TA,ALQ,296,230,1073,Ex,Y,SBrkr,1811,1811,0,1,0,2,1,Ex,6,Attchd,Fin,2,470,TA,TA,Y,7,2006,WD,Abnorml,230000
30,RM,5890,Reg,Corner,IDOTRR,1Fam,1Story,6,8,1930,2007,Gable,Wd Sdng,Wd Sdng,None,0,Gd,Gd,BrkTil,TA,ALQ,538,278,816,Ex,Y,SBrkr,816,816,0,1,0,2,1,TA,5,Detchd,Unf,1,432,TA,TA,Y,6,2008,WD,Normal,120500
60,RL,13700,IR1,Inside,NAmes,1Fam,2Story,7,6,1965,1988,Gable,VinylSd,VinylSd,Stone,288,TA,TA,CBlock,TA,ALQ,454,410,864,TA,Y,SBrkr,902,1820,0,1,2,4,1,Gd,8,Attchd,Unf,2,492,TA,TA,Y,5,2008,WD,Normal,201800
20,RL,10768,IR1,Corner,Veenker,1Fam,1Story,5,8,1976,2004,Gable,Plywood,Plywood,None,0,Gd,Gd,CBlock,Gd,ALQ,1157,280,1437,TA,Y,SBrkr,1437,1437,1,2,0,3,1,Gd,6,Attchd,RFn,2,528,TA,TA,Y,7,2007,WD,Normal,218000
80,RL,9350,Reg,Inside,NAmes,1Fam,SLvl,5,8,1965,1999,Gable,BrkFace,BrkFace,None,0,TA,Gd,PConc,TA,ALQ,633,586,1219,Gd,Y,SBrkr,1265,1265,0,2,0,3,1,Gd,6,Attchd,RFn,2,502,TA,TA,Y,10,2008,WD,Normal,179900
120,RL,5001,IR1,Inside,NridgHt,Twnhs,1Story,7,5,2007,2008,Gable,VinylSd,VinylSd,Stone,166,Gd,TA,PConc,Gd,GLQ,904,410,1314,Ex,Y,SBrkr,1314,1314,1,2,0,2,1,Gd,6,Attchd,RFn,2,626,TA,TA,Y,7,2009,WD,Normal,230000
20,RL,11932,Reg,FR2,Somerst,1Fam,1Story,8,5,2007,2008,Gable,VinylSd,VinylSd,Stone,186,Gd,TA,PConc,Gd,Unf,0,1580,1580,Ex,Y,SBrkr,1580,1580,0,2,0,3,1,Gd,7,Attchd,RFn,3,830,TA,TA,Y,6,2008,ConLD,Partial,235128
60,RL,9120,Reg,Inside,NWAmes,1Fam,2Story,6,6,1974,1974,Hip,HdBoard,HdBoard,BrkFace,270,Gd,TA,CBlock,TA,ALQ,442,459,901,TA,Y,SBrkr,943,1876,0,2,1,4,1,Gd,8,Attchd,RFn,2,540,Gd,TA,Y,7,2008,WD,Normal,185000
160,RL,2280,Reg,Inside,NPkVill,Twnhs,2Story,6,5,1978,1978,Gable,Plywood,Brk Cmn,None,0,TA,TA,CBlock,Gd,ALQ,311,544,855,Fa,Y,SBrkr,855,1456,0,2,1,3,1,TA,7,Attchd,Unf,2,440,TA,TA,Y,7,2010,WD,Normal,146000
20,RL,14778,IR1,CulDSac,Crawfor,1Fam,1Story,6,7,1954,2006,Hip,HdBoard,HdBoard,BrkFace,72,Gd,TA,CBlock,TA,BLQ,728,568,1296,Ex,Y,SBrkr,1640,1640,1,1,0,3,1,Gd,7,Detchd,Unf,2,924,TA,TA,Y,11,2008,WD,Normal,224000
20,RL,8724,Reg,Inside,Sawyer,1Fam,1Story,5,5,1968,1968,Gable,VinylSd,VinylSd,None,0,TA,TA,CBlock,Gd,BLQ,492,402,894,Gd,Y,SBrkr,894,894,0,1,0,3,1,TA,5,Attchd,Fin,2,450,TA,TA,Y,5,2007,WD,Normal,129000
90,RL,12900,Reg,Inside,Sawyer,Duplex,SFoyer,4,4,1969,1969,Gable,Plywood,Plywood,None,0,TA,TA,CBlock,Gd,GLQ,1198,0,1198,TA,Y,SBrkr,1258,1258,2,0,2,0,2,TA,6,CarPort,Unf,2,400,Fa,TA,Y,1,2008,WD,Alloca,108959
80,RL,16157,IR1,FR2,Veenker,1Fam,SLvl,5,7,1978,1978,Gable,Plywood,Plywood,None,0,TA,TA,PConc,Gd,ALQ,680,289,1360,Ex,Y,SBrkr,1432,1432,1,1,1,2,1,Gd,5,Attchd,Unf,2,588,TA,TA,Y,6,2007,WD,Normal,194000
20,RL,9541,IR1,Inside,NridgHt,1Fam,1Story,7,5,2009,2009,Gable,VinylSd,VinylSd,Stone,268,Gd,TA,PConc,Gd,Unf,0,1502,1502,Ex,Y,SBrkr,1502,1502,0,2,0,3,1,Gd,7,Attchd,RFn,2,644,TA,TA,Y,9,2009,New,Partial,233170
20,RL,10475,IR1,Corner,CollgCr,1Fam,1Story,8,5,2008,2008,Gable,VinylSd,VinylSd,Stone,72,Gd,TA,PConc,Gd,Unf,0,1694,1694,Ex,Y,SBrkr,1694,1694,0,2,0,3,1,Gd,7,Attchd,RFn,3,776,TA,TA,Y,2,2010,WD,Normal,245350
60,RL,10852,IR1,Inside,Gilbert,1Fam,2Story,6,5,2000,2000,Gable,VinylSd,VinylSd,None,0,TA,TA,PConc,Gd,GLQ,786,173,959,Ex,Y,SBrkr,959,1671,1,2,1,3,1,TA,7,Attchd,Fin,2,472,TA,TA,Y,2,2006,WD,Normal,173000
70,RL,13728,Reg,Corner,Edwards,1Fam,2Story,6,7,1935,1986,Hip,Stucco,Stucco,None,0,TA,TA,CBlock,TA,Rec,626,501,1127,Ex,Y,SBrkr,1236,2108,0,2,0,4,1,Gd,7,Basment,Unf,2,540,TA,TA,Y,7,2008,WD,Normal,235000
60,RL,35760,IR1,CulDSac,NoRidge,1Fam,2Story,10,5,1995,1996,Hip,HdBoard,HdBoard,BrkFace,1378,Gd,Gd,PConc,Ex,GLQ,1387,543,1930,Ex,Y,SBrkr,1831,3627,1,3,1,4,1,Gd,10,Attchd,Fin,3,807,TA,TA,Y,7,2006,WD,Normal,625000
80,RL,9880,Reg,Inside,Mitchel,1Fam,SLvl,6,6,1977,1977,Gable,Plywood,Plywood,None,0,TA,TA,CBlock,TA,ALQ,522,574,1096,TA,Y,SBrkr,1118,1118,1,1,0,3,1,TA,6,Attchd,Fin,1,358,TA,TA,Y,7,2008,WD,Normal,171000
20,RL,9120,Reg,Inside,NAmes,1Fam,1Story,6,6,1958,1958,Hip,MetalSd,MetalSd,None,0,TA,TA,CBlock,TA,ALQ,662,599,1261,Ex,Y,SBrkr,1261,1261,1,1,0,3,1,TA,6,Attchd,RFn,2,433,TA,TA,Y,11,2008,WD,Normal,163000
160,FV,4017,IR1,Inside,Somerst,TwnhsE,2Story,7,5,2006,2007,Gable,MetalSd,MetalSd,None,0,Gd,TA,PConc,Gd,Unf,0,625,625,Ex,Y,SBrkr,625,1250,0,2,1,2,1,Gd,5,Detchd,Fin,2,625,TA,TA,Y,3,2008,WD,Normal,171900
70,RL,16560,IR1,Inside,Crawfor,1Fam,2Story,6,8,1932,1950,Gable,Wd Sdng,Wd Sdng,None,0,TA,TA,BrkTil,Gd,Rec,503,449,952,TA,Y,SBrkr,1170,2345,0,2,1,4,1,TA,9,Detchd,Unf,2,360,TA,TA,Y,7,2006,WD,Normal,239000
