MSSubClass,MSZoning,LotArea,LotShape,LotConfig,Neighborhood,BldgType,HouseStyle,OverallQual,OverallCond,SalePrice
20,RL,12461,Reg,Corner,NoRidge,1Fam,1Story,8,5,262000
60,RL,8935,IR1,Inside,CollgCr,1Fam,2Story,7,5,195000
60,RL,7500,Reg,Inside,Gilbert,1Fam,2Story,7,5,189000
190,RL,32463,Reg,Inside,Mitchel,2fmCon,1Story,4,4,168000
160,FV,2645,Reg,Inside,Somerst,Twnhs,2Story,8,5,174000
50,RM,9600,Reg,Inside,OldTown,1Fam,1.5Fin,5,8,125000
120,RM,4500,Reg,FR2,Mitchel,TwnhsE,1Story,6,5,165000
60,RL,9364,Reg,Corner,Sawyer,1Fam,2Story,6,7,158000
60,RL,8029,IR1,Inside,Gilbert,1Fam,2Story,6,5,176000
60,RL,14054,IR1,Inside,Gilbert,1Fam,2Story,7,5,219210
75,RM,8850,IR1,Corner,OldTown,1Fam,2.5Unf,7,6,144000
20,RL,9100,Reg,Inside,CollgCr,1Fam,1Story,7,5,178000
20,RL,11235,Reg,Inside,Sawyer,1Fam,1Story,4,5,148000
20,RL,9353,Reg,Inside,NAmes,1Fam,1Story,4,5,116050
60,RL,10400,Reg,Corner,CollgCr,1Fam,2Story,7,5,197900
50,RM,6000,Reg,Corner,BrkSide,1Fam,1.5Fin,5,8,117000
20,RL,9750,Reg,Inside,CollgCr,1Fam,1Story,7,5,213000
20,RL,10140,Reg,Inside,NWAmes,1Fam,1Story,5,6,153500
20,RL,14684,IR1,CulDSac,SawyerW,1Fam,1Story,7,7,271900
20,RH,8900,Reg,Inside,SawyerW,1Fam,1Story,4,4,107000
20,RL,9135,Reg,Inside,CollgCr,1Fam,1Story,6,5,200000
20,RL,7763,Reg,Inside,NAmes,1Fam,1Story,5,7,140000
20,RL,10182,IR1,CulDSac,Somerst,1Fam,1Story,8,5,290000
60,RL,11218,Reg,Inside,SawyerW,1Fam,2Story,6,5,189000
50,RL,12134,IR1,Inside,Gilbert,1Fam,1.5Fin,8,7,164000
30,RL,9340,Reg,Inside,Edwards,1Fam,1Story,4,6,113000
80,RL,10246,IR1,CulDSac,Sawyer,1Fam,SLvl,4,9,145000
85,RL,10205,IR1,Inside,NAmes,1Fam,SFoyer,5,5,134500
20,RL,7094,IR1,Inside,Sawyer,1Fam,1Story,5,5,125000
20,FV,8640,Reg,Inside,Somerst,1Fam,1Story,8,5,229456
20,RL,7800,IR1,Inside,NAmes,1Fam,1Story,5,5,115000
20,RL,8250,Reg,Inside,Sawyer,1Fam,1Story,5,5,134000
50,RL,10496,Reg,Inside,NAmes,1Fam,1.5Fin,6,6,143000
20,RL,10680,Reg,Inside,NAmes,1Fam,1Story,5,3,137900
60,RL,15384,IR1,Inside,Gilbert,1Fam,2Story,7,5,184000
80,RL,10482,Reg,Inside,NAmes,1Fam,SLvl,6,8,145000
60,RL,14598,IR1,CulDSac,Somerst,1Fam,2Story,6,5,214000
20,RL,8872,Reg,Corner,NAmes,1Fam,1Story,5,8,147000
120,RL,8769,Reg,Corner,NridgHt,TwnhsE,1Story,9,5,367294
80,RL,7910,Reg,Inside,NAmes,1Fam,SLvl,5,5,127000
90,RL,18890,IR1,Inside,Sawyer,Duplex,1.5Fin,5,5,190000
90,RL,7728,Reg,Inside,NAmes,Duplex,SLvl,5,6,132500
20,RL,12160,IR1,Inside,NAmes,1Fam,1Story,5,5,142000
70,RL,13132,Reg,Inside,Crawfor,1Fam,2Story,5,5,138887
160,RL,2628,Reg,Inside,NridgHt,Twnhs,2Story,7,5,175500
60,RL,12393,IR2,FR2,CollgCr,1Fam,2Story,7,5,195000
20,RL,13072,Reg,Inside,SawyerW,1Fam,1Story,6,5,142500
20,RL,9037,IR1,Inside,Timber,1Fam,1Story,8,5,265900
60,RL,8158,Reg,Inside,CollgCr,1Fam,2Story,7,5,224900
20,RL,9849,Reg,Inside,Somerst,1Fam,1Story,7,6,248328
85,RL,10625,Reg,Inside,NWAmes,1Fam,SFoyer,7,6,170000
70,RL,11435,IR1,Corner,Crawfor,1Fam,2Story,8,7,230000
80,RL,12090,Reg,Inside,NWAmes,1Fam,SLvl,6,7,178000
60,FV,8125,Reg,Inside,Somerst,1Fam,2Story,7,5,186500
80,RL,12328,IR1,Inside,Mitchel,1Fam,SLvl,6,5,169900
75,RM,9600,Reg,Inside,OldTown,1Fam,2.5Unf,6,5,129500
20,RL,7200,Reg,Inside,NAmes,1Fam,1Story,5,7,119000
20,RL,11160,Reg,Corner,NAmes,1Fam,1Story,7,5,244000
120,RL,3136,IR1,Corner,NridgHt,TwnhsE,1Story,7,5,171750
20,RL,9858,Reg,Inside,Mitchel,1Fam,1Story,5,6,130000
60,RL,17542,IR1,Inside,Veenker,1Fam,2Story,7,7,294000
60,RL,6931,Reg,Inside,Edwards,1Fam,2Story,7,5,165400
50,RM,6240,Reg,Inside,BrkSide,1Fam,1.5Fin,6,6,127500
20,RL,14303,IR1,Corner,NoRidge,1Fam,1Story,8,5,301500
80,RL,9587,IR1,Inside,Gilbert,1Fam,SLvl,7,5,190000
20,RL,9750,Reg,FR2,NAmes,1Fam,1Story,6,8,151000
60,RL,24682,IR3,CulDSac,Gilbert,1Fam,2Story,6,5,181000
20,RL,9600,Reg,Inside,NAmes,1Fam,1Story,5,6,128900
50,RL,11250,Reg,Inside,ClearCr,1Fam,1.5Fin,4,5,161500
70,RL,13515,Reg,Inside,BrkSide,1Fam,2Story,6,6,180500
120,RH,4060,Reg,Inside,NAmes,TwnhsE,1Story,6,5,181000
160,FV,3735,Reg,FR3,Somerst,TwnhsE,2Story,7,5,183900
190,RM,10120,IR1,Inside,OldTown,2fmCon,2.5Unf,7,4,122000
20,RL,13214,IR1,Inside,Timber,1Fam,1Story,9,5,378500
50,RL,14100,IR1,Inside,Crawfor,1Fam,1.5Fin,8,9,381000
50,RL,11344,Reg,Inside,NAmes,1Fam,1.5Fin,5,5,144000
40,RL,23595,Reg,Inside,ClearCr,1Fam,1Story,7,6,260000
20,RL,9156,IR1,Inside,NWAmes,1Fam,1Story,6,7,185750
20,RL,13526,IR1,CulDSac,Sawyer,1Fam,1Story,5,6,137000
80,RL,11512,IR1,Corner,Edwards,1Fam,SLvl,6,7,177000
50,RL,5362,Reg,Corner,Crawfor,1Fam,1.5Fin,5,6,139000
90,RL,11345,Reg,Corner,NAmes,Duplex,2Story,5,5,137000
60,RL,12936,IR1,CulDSac,NWAmes,1Fam,2Story,6,6,162000
80,RL,17871,IR1,CulDSac,NWAmes,1Fam,SLvl,6,5,197900
50,C (all),7500,Reg,Inside,IDOTRR,1Fam,1.5Fin,4,4,68400
20,RL,9808,IR1,Inside,CollgCr,1Fam,1Story,7,5,227000
20,RL,8049,IR1,CulDSac,Timber,1Fam,1Story,7,5,180000
20,RL,8800,IR1,Inside,CollgCr,1Fam,1Story,5,7,150500
50,RL,9638,Reg,Inside,SWISU,1Fam,1.5Fin,6,7,169000
50,RM,6000,Reg,Inside,BrkSide,1Fam,1.5Fin,6,6,132500
20,RL,9790,Reg,Inside,NWAmes,1Fam,1Story,6,5,143000
20,RL,36500,IR1,Inside,ClearCr,1Fam,1Story,5,5,190000
120,RL,5664,IR1,Inside,StoneBr,TwnhsE,1Story,8,5,278000
60,RL,11065,IR1,Inside,NridgHt,1Fam,2Story,8,5,281000
80,RL,14112,IR1,Corner,NAmes,1Fam,SLvl,5,7,180500
160,RM,1680,Reg,Inside,BrDale,Twnhs,2Story,5,7,119500
70,RM,6600,Reg,Corner,OldTown,1Fam,2Story,5,4,107500
60,RL,10140,Reg,Inside,NWAmes,1Fam,2Story,7,5,162900
20,RL,8172,Reg,Inside,Edwards,1Fam,1Story,5,7,115000
20,RL,8400,Reg,Inside,NAmes,1Fam,1Story,5,5,138500
20,RL,8700,Reg,Inside,NAmes,1Fam,1Story,5,6,155000
180,RM,3675,Reg,Inside,Edwards,TwnhsE,SFoyer,6,5,140000
60,RL,63887,IR3,Corner,Edwards,1Fam,2Story,10,5,160000
20,RL,7500,Reg,Inside,NAmes,1Fam,1Story,5,7,154000
60,RL,10762,IR1,CulDSac,Gilbert,1Fam,2Story,7,5,225000
70,RL,7500,IR1,Inside,Crawfor,1Fam,2Story,6,7,177500
60,RL,10120,Reg,Inside,NoRidge,1Fam,2Story,8,5,290000
20,RL,8688,Reg,Inside,Somerst,1Fam,1Story,7,5,232000
160,RM,3363,Reg,Inside,Edwards,TwnhsE,2Story,7,5,130000
20,RL,13173,IR1,Corner,NridgHt,1Fam,1Story,9,5,325000
120,RL,6955,IR1,Inside,NridgHt,TwnhsE,1Story,7,5,202500
20,RL,8072,Reg,Inside,CollgCr,1Fam,1Story,5,5,138000
20,RM,12000,Reg,Inside,OldTown,1Fam,1Story,5,7,147000
20,RL,7153,Reg,Inside,SawyerW,1Fam,1Story,6,5,179200
20,RL,17500,Reg,Inside,Crawfor,1Fam,1Story,7,8,335000
20,RL,8814,Reg,Inside,CollgCr,1Fam,1Story,7,5,203000
60,RL,9572,IR1,Inside,NoRidge,1Fam,2Story,8,5,302000
60,RL,14774,IR1,Corner,NoRidge,1Fam,2Story,9,5,333168
20,RL,8190,Reg,Inside,Edwards,1Fam,1Story,4,6,119000
60,RL,11075,Reg,Inside,NAmes,1Fam,2Story,6,5,206900
20,RL,10226,IR1,Inside,CollgCr,1Fam,1Story,8,5,295493
120,FV,4230,Reg,Corner,Somerst,TwnhsE,1Story,7,5,208900
20,RL,14781,IR2,CulDSac,CollgCr,1Fam,1Story,8,5,275000
20,RL,10215,Reg,Inside,Edwards,1Fam,1Story,4,5,111000
20,RL,8400,Reg,Inside,NAmes,1Fam,1Story,6,3,156500
60,RL,10186,IR1,Inside,NoRidge,1Fam,2Story,7,5,190000
20,RL,9986,Reg,Inside,Somerst,1Fam,1Story,8,5,147000
20,RL,6600,Reg,Inside,Mitchel,1Fam,1Story,5,9,130500
50,RM,10440,Reg,Corner,OldTown,1Fam,1.5Fin,6,7,256000
60,RL,9084,IR1,Inside,Gilbert,1Fam,2Story,7,5,176500
20,RL,10000,Reg,Inside,Somerst,1Fam,1Story,8,5,227000
80,RL,10780,IR1,Inside,CollgCr,1Fam,SLvl,5,5,132500
20,RL,8877,Reg,Inside,Edwards,1Fam,1Story,4,6,100000
50,RM,7200,Reg,Corner,IDOTRR,1Fam,1.5Fin,5,6,125500
160,RM,2368,Reg,Inside,BrDale,TwnhsE,2Story,5,6,125000
20,RL,9650,Reg,Inside,NWAmes,1Fam,1Story,6,5,167900
90,RL,9246,IR1,Inside,NWAmes,Duplex,1Story,5,5,135000
60,RL,13450,IR1,Corner,CollgCr,1Fam,2Story,7,5,200000
20,RL,9560,IR1,Corner,CollgCr,1Fam,1Story,5,7,128500
20,RL,8294,Reg,Inside,NAmes,1Fam,1Story,4,5,123000
20,RL,13695,Reg,Inside,SawyerW,1Fam,1Story,6,5,155000
60,RL,9375,Reg,Inside,CollgCr,1Fam,2Story,8,5,228500
50,RL,7558,Reg,Inside,Crawfor,1Fam,1.5Fin,6,6,177000
60,RL,11103,IR1,Corner,CollgCr,1Fam,2Story,7,5,155835
30,RM,6000,Reg,Inside,OldTown,1Fam,1Story,4,4,108500
20,RL,20781,IR2,CulDSac,NWAmes,1Fam,1Story,7,7,262500
20,RL,15306,IR1,Corner,Timber,1Fam,1Story,8,5,283463
20,RL,16196,IR3,Inside,SawyerW,1Fam,1Story,7,5,215000
90,RL,11643,Reg,Inside,NAmes,Duplex,2Story,5,5,200000
60,RL,9247,IR1,Inside,NAmes,1Fam,2Story,6,6,171000
50,RM,6000,Reg,Inside,BrkSide,1Fam,1.5Fin,6,9,134900
50,RL,14720,IR1,CulDSac,NoRidge,1Fam,1.5Fin,8,5,410000
60,RL,10316,IR1,Inside,CollgCr,1Fam,2Story,7,5,235000
80,RL,10192,IR1,Inside,NWAmes,1Fam,SLvl,7,6,170000
20,RL,9477,Reg,Corner,NAmes,1Fam,1Story,5,5,110000
20,RL,12537,IR1,CulDSac,NAmes,1Fam,1Story,5,6,149900
160,FV,2117,Reg,Inside,Somerst,Twnhs,2Story,6,5,177500
20,RL,16737,Reg,FR3,NridgHt,1Fam,1Story,9,5,315000
70,RL,9842,Reg,Inside,SWISU,1Fam,2Story,5,6,189000
20,RL,16158,IR1,Inside,StoneBr,1Fam,1Story,7,5,260000
50,RL,12513,IR1,FR2,NAmes,1Fam,1.5Fin,4,4,104900
60,RL,8499,IR1,Inside,Gilbert,1Fam,2Story,6,5,156932
160,FV,3180,Reg,Inside,Somerst,TwnhsE,2Story,7,5,144152
60,FV,7500,Reg,Inside,Somerst,1Fam,2Story,7,5,216000
60,RL,9179,IR1,Inside,CollgCr,1Fam,2Story,7,5,193000
160,RM,2665,Reg,Inside,MeadowV,TwnhsE,2Story,5,6,127000
120,RM,4435,Reg,Inside,CollgCr,TwnhsE,1Story,6,5,144000
20,RL,10635,IR2,FR2,CollgCr,1Fam,1Story,8,5,232000
50,RL,5400,Reg,Corner,OldTown,1Fam,1.5Fin,4,6,105000
80,RL,9600,Reg,Inside,NAmes,1Fam,SLvl,6,6,165500
60,RL,9750,Reg,Corner,CollgCr,1Fam,2Story,7,6,274300
20,RL,11400,Reg,Inside,NoRidge,1Fam,1Story,10,5,466500
60,FV,10625,Reg,Inside,Somerst,1Fam,2Story,7,5,250000
20,RL,10991,IR1,Inside,Timber,1Fam,1Story,8,5,239000
30,RL,6292,Reg,Inside,SWISU,1Fam,1Story,6,5,91000
50,RL,10998,Reg,Inside,Edwards,1Fam,1.5Fin,5,5,117000
160,RM,1953,Reg,Inside,BrDale,Twnhs,2Story,6,5,83000
30,RL,8212,Reg,Inside,Edwards,1Fam,1Story,3,3,58500
20,RL,12925,IR1,Corner,NAmes,1Fam,1Story,6,7,237500
70,RM,7200,Reg,Corner,OldTown,1Fam,2Story,7,7,157000
30,RL,25339,Reg,Inside,Sawyer,1Fam,1Story,5,7,112000
50,RL,9060,Reg,Inside,Edwards,1Fam,1.5Fin,6,5,105000
50,RM,5436,Reg,Inside,IDOTRR,1Fam,1.5Fin,4,8,125500
60,RL,16692,IR1,Inside,NWAmes,1Fam,2Story,7,5,250000
50,RM,8520,Reg,Inside,OldTown,1Fam,1.5Fin,6,7,136000
20,RL,14892,IR1,CulDSac,Gilbert,1Fam,1Story,9,5,377500
50,RM,6000,Reg,Inside,BrkSide,1Fam,1.5Fin,6,6,131000
20,RL,9100,Reg,Inside,CollgCr,1Fam,1Story,7,5,235000
90,RL,8944,Reg,Inside,NAmes,Duplex,1Story,5,5,124000
85,RL,7838,Reg,Inside,NAmes,1Fam,SFoyer,5,5,123000
190,RM,10800,Reg,Inside,OldTown,2fmCon,1.5Fin,6,7,163000
120,RL,4045,Reg,Inside,Blmngtn,TwnhsE,1Story,7,5,246578
60,RL,12665,IR1,Inside,Timber,1Fam,2Story,8,5,281213
20,RL,57200,IR1,Inside,Timber,1Fam,1Story,5,5,160000
70,RM,6120,Reg,Inside,BrkSide,1Fam,2Story,5,8,137500
50,RL,7200,Reg,Inside,NAmes,1Fam,1.5Fin,5,4,138000
50,RL,6171,Reg,Inside,SWISU,1Fam,1.5Fin,6,6,137450
50,RM,6000,Reg,Corner,BrkSide,1Fam,1.5Fin,6,7,120000
60,RL,7415,IR1,Inside,Gilbert,1Fam,2Story,6,5,193000
20,RL,6762,Reg,Inside,CollgCr,1Fam,1Story,7,5,193879
20,RL,15256,IR1,CulDSac,Somerst,1Fam,1Story,8,5,282922
50,RL,10410,Reg,Corner,OldTown,1Fam,1.5Fin,3,4,105000
120,RM,3842,IR1,Inside,Crawfor,TwnhsE,1Story,8,5,275000
85,RL,8445,Reg,Corner,CollgCr,1Fam,SFoyer,5,7,133000
70,RM,7740,Reg,Inside,OldTown,1Fam,2Story,4,7,125500
60,RL,20544,IR1,CulDSac,NWAmes,1Fam,2Story,7,6,215000
60,RL,12420,Reg,Inside,CollgCr,1Fam,2Story,7,5,230000
50,RL,9600,Reg,Inside,NAmes,1Fam,1.5Fin,6,8,140000
20,RL,10994,IR1,Corner,SawyerW,1Fam,1Story,8,5,257000
50,RL,13053,Reg,Inside,BrkSide,1Fam,1.5Fin,6,7,207000
120,RL,3635,Reg,Inside,Blmngtn,TwnhsE,1Story,7,5,175900
190,RM,11340,Reg,Inside,OldTown,2fmCon,2Story,4,6,122500
60,RL,16545,IR1,Inside,NoRidge,1Fam,2Story,8,5,340000
20,RL,9204,Reg,Inside,NAmes,1Fam,1Story,5,5,124000
20,RL,16381,IR1,Inside,Crawfor,1Fam,1Story,6,5,223000
60,RL,11700,Reg,Corner,NWAmes,1Fam,2Story,6,6,179900
120,RL,4043,Reg,Inside,NPkVill,TwnhsE,1Story,6,5,127500
120,RM,4435,Reg,Inside,CollgCr,TwnhsE,1Story,6,5,136500
80,RL,19690,IR1,CulDSac,Edwards,1Fam,SLvl,6,7,274970
20,RL,9503,Reg,Inside,NAmes,1Fam,1Story,5,5,144000
20,RL,10721,IR1,Inside,NAmes,1Fam,1Story,6,6,142000
60,RL,10944,IR1,Inside,NoRidge,1Fam,2Story,7,5,271000
50,RL,10930,Reg,Inside,NAmes,1Fam,1.5Fin,5,6,140000
30,RM,7200,Reg,Corner,OldTown,1Fam,1Story,5,7,119000
20,RL,12546,IR1,Corner,NWAmes,1Fam,1Story,6,7,182900
60,RL,21930,IR3,Inside,Gilbert,1Fam,2Story,5,5,192140
120,RL,4928,IR1,Inside,NPkVill,TwnhsE,1Story,6,6,143750
30,RL,10800,Reg,Inside,OldTown,1Fam,1Story,4,6,64500
60,RL,10261,IR1,Inside,Gilbert,1Fam,2Story,6,5,186500
20,RL,17400,Reg,Inside,Mitchel,1Fam,1Story,5,5,160000
20,RL,8400,Reg,Inside,NAmes,1Fam,1Story,6,9,174000
20,RL,9000,Reg,FR2,NAmes,1Fam,1Story,4,6,120500
20,RL,12444,Reg,FR2,NridgHt,1Fam,1Story,8,5,394617
20,RM,7407,Reg,Inside,OldTown,1Fam,1Story,6,7,149700
60,RL,11584,Reg,Inside,NWAmes,1Fam,SLvl,7,6,197000
70,RL,11526,IR1,Inside,Crawfor,1Fam,2.5Fin,6,7,191000
120,RM,4426,Reg,Inside,CollgCr,TwnhsE,1Story,6,5,149300
60,FV,11003,Reg,Inside,Somerst,1Fam,2Story,10,5,310000
30,RL,8854,Reg,Inside,BrkSide,1Fam,1.5Unf,6,6,121000
20,RL,8500,Reg,FR2,CollgCr,1Fam,1Story,7,5,179600
85,RL,8400,Reg,Inside,Sawyer,1Fam,SFoyer,6,5,129000
20,RL,26142,IR1,CulDSac,Mitchel,1Fam,1Story,5,7,157900
60,RL,10000,Reg,Inside,CollgCr,1Fam,2Story,8,5,240000
50,RL,11767,Reg,Inside,Edwards,1Fam,2Story,4,7,112000
20,RL,9262,Reg,Inside,Somerst,1Fam,1Story,8,5,287090
180,RM,3675,Reg,Inside,Edwards,TwnhsE,SLvl,5,5,145000
20,FV,7500,Reg,Inside,Somerst,1Fam,1Story,7,5,185000
60,RL,7917,Reg,Inside,Gilbert,1Fam,2Story,6,5,175000
20,RL,13175,Reg,Inside,NWAmes,1Fam,1Story,6,6,210000
70,RL,9042,Reg,Inside,Crawfor,1Fam,2Story,7,9,266500
20,RL,9717,Reg,Inside,NAmes,1Fam,1Story,5,6,142125
20,RL,9937,Reg,Inside,Edwards,1Fam,1Story,5,6,147500
