YearBuilt,YearRemodAdd,RoofStyle,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,SalePrice
1963,1963,Gable,HdBoard,HdBoard,None,0,TA,TA,CBlock,133000
2002,2002,Gable,VinylSd,VinylSd,BrkFace,100,Gd,TA,PConc,192000
1964,1964,Hip,HdBoard,HdBoard,BrkFace,425,TA,TA,CBlock,160000
1995,1996,Gable,HdBoard,HdBoard,None,0,TA,TA,PConc,187500
1992,1992,Gable,HdBoard,HdBoard,None,0,TA,TA,PConc,147000
1973,1973,Gable,CemntBd,CmentBd,None,0,TA,TA,CBlock,83500
2005,2006,Gable,VinylSd,VinylSd,None,0,Gd,TA,PConc,252000
2004,2004,Gable,VinylSd,VinylSd,Stone,50,Gd,TA,PConc,137500
2005,2005,Gable,MetalSd,MetalSd,None,0,Gd,TA,PConc,197000
1999,2000,Gable,MetalSd,MetalSd,BrkFace,212,Gd,TA,PConc,160000
1925,1950,Gable,MetalSd,MetalSd,None,0,TA,TA,PConc,136500
1965,1998,Hip,MetalSd,MetalSd,BrkFace,166,TA,TA,CBlock,146000
1956,2000,Gable,MetalSd,MetalSd,None,0,TA,TA,CBlock,129000
2006,2006,Gable,VinylSd,VinylSd,None,0,Gd,TA,PConc,176432
1986,1986,Gable,HdBoard,HdBoard,None,0,Gd,TA,CBlock,170000
1936,1950,Gable,MetalSd,MetalSd,None,0,TA,TA,BrkTil,128000
1978,1978,Gable,Plywood,Plywood,BrkFace,206,TA,TA,CBlock,157000
1920,1950,Gable,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,60000
1971,1971,Gable,HdBoard,MetalSd,None,0,TA,TA,CBlock,119500
1960,2002,Gable,Wd Sdng,Wd Sdng,BrkFace,45,TA,TA,CBlock,135000
1959,1959,Hip,BrkFace,BrkFace,None,0,TA,TA,CBlock,159500
1970,1970,Gable,HdBoard,HdBoard,BrkFace,304,TA,TA,CBlock,106000
1994,1995,Gable,HdBoard,HdBoard,BrkFace,362,Gd,TA,PConc,325000
1990,1991,Hip,HdBoard,HdBoard,None,0,Gd,TA,PConc,179900
2006,2006,Gable,VinylSd,VinylSd,None,0,Gd,TA,PConc,274725
2000,2000,Gable,VinylSd,VinylSd,None,0,TA,TA,PConc,181000
2004,2005,Gable,MetalSd,MetalSd,Stone,42,Gd,TA,PConc,280000
1995,1996,Gable,HdBoard,HdBoard,None,0,TA,TA,PConc,188000
1976,1976,Hip,Plywood,Plywood,BrkFace,660,TA,TA,CBlock,205000
1957,1957,Gable,WdShing,Wd Shng,None,0,TA,TA,CBlock,129900
1953,2006,Gable,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,134500
1954,2000,Gable,MetalSd,MetalSd,None,0,TA,Gd,CBlock,117000
2007,2007,Hip,VinylSd,VinylSd,Stone,328,Gd,TA,PConc,318000
2002,2002,Hip,VinylSd,VinylSd,None,0,Gd,TA,PConc,184100
1967,2003,Gable,VinylSd,VinylSd,None,0,TA,TA,CBlock,130000
1958,1987,Gable,MetalSd,MetalSd,None,0,TA,Gd,CBlock,140000
1959,1959,Gable,BrkFace,Wd Sdng,None,0,TA,TA,CBlock,133700
1920,1950,Gable,BrkFace,BrkFace,None,0,TA,TA,BrkTil,118400
2005,2006,Gable,VinylSd,VinylSd,BrkFace,196,Gd,TA,PConc,212900
1956,1956,Gable,AsbShng,AsbShng,None,0,TA,TA,CBlock,112000
1992,1992,Gable,HdBoard,HdBoard,BrkFace,170,TA,TA,PConc,163900
1955,1955,Gable,Plywood,Plywood,None,0,TA,TA,CBlock,115000
2007,2007,Hip,VinylSd,VinylSd,BrkFace,130,Gd,TA,PConc,174000
2004,2004,Hip,VinylSd,VinylSd,None,0,Gd,TA,PConc,259000
2004,2005,Gable,VinylSd,VinylSd,None,0,Gd,TA,PConc,215000
1980,1980,Gable,MetalSd,MetalSd,BrkFace,180,TA,TA,CBlock,140000
1928,1950,Gable,WdShing,Plywood,None,0,TA,TA,BrkTil,135000
1880,1950,Gable,Wd Sdng,Wd Sdng,None,0,TA,TA,BrkTil,117500
1995,1995,Gable,VinylSd,VinylSd,None,0,Gd,TA,PConc,239500
1997,1997,Gable,VinylSd,VinylSd,None,0,TA,TA,PConc,169000
1926,1950,Gable,Wd Sdng,Wd Sdng,None,0,TA,TA,BrkTil,102000
1950,1950,Gable,VinylSd,VinylSd,None,0,TA,TA,CBlock,119000
1977,1977,Gable,Plywood,ImStucc,None,0,TA,TA,PConc,196000
1920,1950,Gable,Stucco,Stucco,None,0,TA,Fa,BrkTil,144000
1951,1951,Gable,HdBoard,HdBoard,None,0,TA,TA,CBlock,139000
1976,1976,Gable,Plywood,Plywood,BrkFace,44,TA,Gd,CBlock,197500
2006,2007,Hip,VinylSd,VinylSd,Stone,340,Gd,TA,PConc,424870
1941,1950,Gable,MetalSd,MetalSd,None,0,TA,Fa,BrkTil,80000
1928,1950,Gable,MetalSd,MetalSd,None,0,TA,TA,BrkTil,149000
1985,1985,Gable,Wd Sdng,Wd Shng,BrkFace,85,Gd,TA,CBlock,180000
1941,1950,Gable,MetalSd,MetalSd,None,0,TA,TA,CBlock,174500
1926,1950,Gable,Wd Sdng,Wd Sdng,None,0,TA,TA,PConc,116900
1920,1988,Hip,VinylSd,VinylSd,None,0,TA,Gd,PConc,143000
1950,1950,Gable,BrkFace,BrkFace,None,0,TA,TA,CBlock,124000
1959,1959,Gable,HdBoard,Plywood,BrkFace,132,TA,TA,CBlock,149900
1956,2004,Gable,Stone,Stone,None,0,TA,TA,PConc,230000
1930,2007,Gable,Wd Sdng,Wd Sdng,None,0,Gd,Gd,BrkTil,120500
1965,1988,Gable,VinylSd,VinylSd,Stone,288,TA,TA,CBlock,201800
1976,2004,Gable,Plywood,Plywood,None,0,Gd,Gd,CBlock,218000
1965,1999,Gable,BrkFace,BrkFace,None,0,TA,Gd,PConc,179900
2007,2008,Gable,VinylSd,VinylSd,Stone,166,Gd,TA,PConc,230000
2007,2008,Gable,VinylSd,VinylSd,Stone,186,Gd,TA,PConc,235128
1974,1974,Hip,HdBoard,HdBoard,BrkFace,270,Gd,TA,CBlock,185000
1978,1978,Gable,Plywood,Brk Cmn,None,0,TA,TA,CBlock,146000
1954,2006,Hip,HdBoard,HdBoard,BrkFace,72,Gd,TA,CBlock,224000
1968,1968,Gable,VinylSd,VinylSd,None,0,TA,TA,CBlock,129000
1969,1969,Gable,Plywood,Plywood,None,0,TA,TA,CBlock,108959
1978,1978,Gable,Plywood,Plywood,None,0,TA,TA,PConc,194000
2009,2009,Gable,VinylSd,VinylSd,Stone,268,Gd,TA,PConc,233170
2008,2008,Gable,VinylSd,VinylSd,Stone,72,Gd,TA,PConc,245350
2000,2000,Gable,VinylSd,VinylSd,None,0,TA,TA,PConc,173000
1935,1986,Hip,Stucco,Stucco,None,0,TA,TA,CBlock,235000
1995,1996,Hip,HdBoard,HdBoard,BrkFace,1378,Gd,Gd,PConc,625000
1977,1977,Gable,Plywood,Plywood,None,0,TA,TA,CBlock,171000
1958,1958,Hip,MetalSd,MetalSd,None,0,TA,TA,CBlock,163000
2006,2007,Gable,MetalSd,MetalSd,None,0,Gd,TA,PConc,171900
1932,1950,Gable,Wd Sdng,Wd Sdng,None,0,TA,TA,BrkTil,239000
1992,2000,Hip,HdBoard,HdBoard,BrkFace,337,Gd,TA,PConc,285000
1984,1985,Gable,HdBoard,Plywood,None,0,TA,TA,CBlock,119500
1926,2004,Gable,MetalSd,MetalSd,None,0,TA,TA,CBlock,115000
1921,1950,Gable,Wd Sdng,Wd Sdng,None,0,TA,TA,BrkTil,154900
1990,1991,Gable,MetalSd,MetalSd,None,0,TA,TA,Wood,250000
2008,2008,Hip,CemntBd,CmentBd,Stone,186,Ex,TA,PConc,392500
1996,1996,Hip,Wd Sdng,ImStucc,None,0,Gd,TA,PConc,745000
1920,1950,Hip,Stucco,Stucco,None,0,TA,TA,BrkTil,120000
1963,1963,Hip,MetalSd,MetalSd,BrkFace,226,TA,TA,CBlock,186700
1924,1950,Gable,AsbShng,AsbShng,None,0,TA,Gd,BrkTil,104900
1900,1970,Gable,HdBoard,HdBoard,None,0,TA,TA,CBlock,95000
1994,1995,Gable,ImStucc,ImStucc,None,0,Gd,TA,PConc,262000
2002,2002,Gable,VinylSd,VinylSd,BrkFace,95,Gd,TA,PConc,195000
1999,1999,Gable,VinylSd,VinylSd,None,0,TA,TA,PConc,189000
1961,1975,Gable,MetalSd,MetalSd,Stone,149,TA,Gd,CBlock,168000
1999,2000,Gable,MetalSd,MetalSd,BrkFace,456,Gd,TA,PConc,174000
1925,1994,Gambrel,VinylSd,VinylSd,None,0,TA,TA,PConc,125000
1999,1999,Hip,VinylSd,VinylSd,BrkFace,425,TA,TA,PConc,165000
1969,1969,Gable,HdBoard,HdBoard,Stone,143,TA,TA,CBlock,158000
2005,2005,Gable,VinylSd,VinylSd,None,0,TA,TA,PConc,176000
2006,2006,Gable,VinylSd,VinylSd,None,0,Gd,TA,PConc,219210
1916,1950,Gable,MetalSd,MetalSd,None,0,TA,TA,BrkTil,144000
2001,2001,Gable,VinylSd,VinylSd,None,0,Gd,TA,PConc,178000
1963,1979,Gable,HdBoard,HdBoard,BrkFace,51,TA,TA,CBlock,148000
1970,1970,Gable,MetalSd,MetalSd,None,0,TA,TA,CBlock,116050
1998,1998,Gable,VinylSd,VinylSd,None,0,TA,TA,PConc,197900
1925,1997,Gable,Wd Sdng,Wd Sdng,None,0,TA,TA,BrkTil,117000
2000,2001,Gable,VinylSd,VinylSd,BrkFace,171,Gd,TA,PConc,213000
1975,1975,Gable,HdBoard,HdBoard,None,0,TA,TA,CBlock,153500
1990,1991,Hip,HdBoard,HdBoard,BrkFace,234,Gd,TA,CBlock,271900
1966,1966,Gable,HdBoard,HdBoard,None,0,TA,TA,CBlock,107000
2003,2003,Gable,VinylSd,VinylSd,BrkFace,120,Gd,TA,PConc,200000
1962,1980,Gable,MetalSd,MetalSd,None,0,TA,Gd,CBlock,140000
2006,2006,Hip,VinylSd,VinylSd,Stone,420,Gd,TA,PConc,290000
1992,1992,Gable,Wd Sdng,Wd Sdng,None,0,Gd,TA,PConc,189000
1988,2005,Gable,Wd Sdng,Wd Sdng,None,0,Gd,TA,Wood,164000
1941,1950,Hip,MetalSd,MetalSd,None,0,TA,TA,CBlock,113000
1965,2001,Gable,VinylSd,VinylSd,None,0,TA,Gd,CBlock,145000
1962,1962,Gable,MetalSd,MetalSd,None,0,TA,TA,CBlock,134500
1966,1966,Gable,VinylSd,VinylSd,None,0,TA,TA,CBlock,125000
2009,2009,Gable,CemntBd,CmentBd,Stone,72,Gd,TA,PConc,229456
1964,1964,Gable,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,115000
1968,1968,Hip,HdBoard,HdBoard,None,0,TA,TA,CBlock,134000
1949,1950,Gable,Wd Sdng,Wd Sdng,BrkFace,320,TA,TA,CBlock,143000
1951,1951,Hip,Wd Sdng,Wd Sdng,BrkFace,44,TA,TA,CBlock,137900
2004,2005,Gable,VinylSd,VinylSd,None,0,Gd,TA,PConc,184000
1958,1958,Hip,VinylSd,VinylSd,BrkFace,63,TA,Gd,CBlock,145000
2007,2007,Gable,VinylSd,VinylSd,Stone,74,Gd,TA,PConc,214000
1965,2008,Gable,VinylSd,VinylSd,BrkFace,300,TA,TA,CBlock,147000
2008,2008,Hip,MetalSd,MetalSd,BrkFace,766,Ex,TA,PConc,367294
1960,1960,Hip,BrkFace,HdBoard,None,0,TA,TA,CBlock,127000
1977,1977,Shed,Plywood,Plywood,None,1,TA,TA,CBlock,190000
1962,1962,Hip,Wd Sdng,Wd Sdng,BrkFace,120,TA,TA,CBlock,132500
1959,1959,Hip,Plywood,Plywood,BrkFace,180,TA,TA,CBlock,142000
1914,1950,Gable,Wd Sdng,Wd Sdng,None,0,TA,TA,BrkTil,138887
2003,2003,Gable,VinylSd,Wd Shng,Stone,106,Gd,TA,PConc,175500
2004,2005,Gable,VinylSd,VinylSd,None,0,Gd,TA,PConc,195000
2005,2005,Gable,VinylSd,VinylSd,None,0,Gd,TA,PConc,142500
2006,2006,Hip,VinylSd,VinylSd,BrkFace,32,Gd,TA,PConc,265900
2003,2003,Gable,VinylSd,VinylSd,BrkFace,252,Gd,TA,PConc,224900
2007,2007,Hip,VinylSd,VinylSd,Stone,0,Gd,TA,PConc,248328
1974,1974,Gable,Plywood,Plywood,BrkFace,81,TA,TA,CBlock,170000
1929,1950,Gable,BrkFace,Stucco,None,0,TA,TA,PConc,230000
1984,2003,Hip,VinylSd,VinylSd,BrkFace,74,TA,TA,CBlock,178000
2005,2006,Gable,VinylSd,VinylSd,None,0,Gd,TA,PConc,186500
1976,1976,Gable,HdBoard,HdBoard,BrkFace,335,TA,TA,CBlock,169900
1917,1950,Gable,AsbShng,AsbShng,None,0,TA,TA,BrkTil,129500
1950,1950,Gable,MetalSd,MetalSd,None,0,TA,TA,CBlock,119000
1968,1968,Hip,BrkFace,BrkFace,None,0,Gd,TA,CBlock,244000
2003,2003,Gable,VinylSd,Wd Shng,Stone,163,Gd,TA,PConc,171750
1968,1968,Gable,HdBoard,HdBoard,None,0,TA,TA,CBlock,130000
1974,2003,Gable,Wd Sdng,Wd Sdng,None,0,Gd,TA,CBlock,294000
2003,2004,Gable,VinylSd,VinylSd,Stone,92,Gd,TA,PConc,165400
1931,1950,Gable,Wd Sdng,Wd Sdng,None,0,TA,TA,BrkTil,127500
1994,1994,Hip,HdBoard,HdBoard,BrkFace,554,Gd,TA,PConc,301500
2005,2005,Gable,VinylSd,VinylSd,Stone,182,Gd,TA,PConc,190000
1969,1969,Gable,HdBoard,HdBoard,None,0,TA,TA,CBlock,151000
1999,1999,Gable,VinylSd,VinylSd,None,0,TA,TA,PConc,181000
1956,1956,Hip,MetalSd,MetalSd,None,0,TA,TA,CBlock,128900
1957,1989,Gable,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,161500
1919,1950,Gambrel,Wd Sdng,Wd Sdng,None,0,TA,TA,PConc,180500
1998,1999,Gable,MetalSd,MetalSd,None,0,Gd,TA,PConc,181000
1999,1999,Hip,MetalSd,MetalSd,BrkFace,218,Gd,TA,PConc,183900
1910,1950,Hip,Wd Sdng,Wd Sdng,None,0,Fa,TA,CBlock,122000
2008,2009,Hip,Stucco,CmentBd,None,0,Ex,TA,PConc,378500
1935,1997,Gable,Stucco,Stucco,BrkFace,632,TA,Gd,CBlock,381000
1958,1958,Gable,MetalSd,MetalSd,BrkFace,180,TA,TA,CBlock,144000
1979,1979,Shed,Plywood,Plywood,None,0,Gd,TA,PConc,260000
1968,1968,Hip,BrkFace,BrkFace,None,0,TA,TA,CBlock,185750
1965,1965,Hip,HdBoard,Plywood,BrkFace,114,TA,TA,CBlock,137000
1959,2006,Gable,Plywood,Plywood,BrkFace,84,TA,TA,CBlock,177000
1910,2003,Gable,Wd Sdng,Wd Shng,None,0,TA,TA,PConc,139000
1948,1950,Gable,AsbShng,AsbShng,Stone,567,TA,TA,CBlock,137000
1972,1972,Gable,HdBoard,Plywood,None,0,TA,TA,CBlock,162000
1967,1976,Gable,HdBoard,HdBoard,BrkFace,359,TA,TA,CBlock,197900
1920,1950,Gable,MetalSd,MetalSd,None,0,TA,Gd,CBlock,68400
2002,2002,Gable,VinylSd,VinylSd,BrkFace,110,Gd,TA,PConc,227000
1990,1990,Hip,HdBoard,HdBoard,BrkFace,54,TA,TA,CBlock,180000
1977,2008,Gable,HdBoard,HdBoard,None,0,TA,TA,CBlock,150500
1919,1990,Gable,Wd Sdng,Wd Shng,None,0,TA,TA,PConc,169000
1939,1950,Gable,MetalSd,MetalSd,None,0,TA,Fa,CBlock,132500
1963,1963,Hip,HdBoard,HdBoard,BrkFace,451,TA,TA,CBlock,143000
1964,1964,Gable,Wd Sdng,Wd Sdng,BrkCmn,621,TA,Gd,CBlock,190000
2000,2000,Gable,CemntBd,CmentBd,None,0,Gd,TA,PConc,278000
2006,2006,Gable,VinylSd,VinylSd,Stone,788,Gd,TA,PConc,281000
1964,1964,Hip,Wd Sdng,HdBoard,BrkFace,86,TA,TA,PConc,180500
1972,1972,Gable,CemntBd,CmentBd,BrkFace,268,TA,TA,CBlock,119500
1892,1965,Gable,Wd Sdng,Wd Sdng,None,0,TA,TA,Stone,107500
1976,1976,Gable,HdBoard,HdBoard,None,0,TA,TA,PConc,162900
1955,1990,Hip,WdShing,Plywood,None,0,TA,TA,CBlock,115000
1968,1968,Hip,HdBoard,HdBoard,BrkFace,168,TA,TA,CBlock,138500
1963,1963,Hip,MetalSd,MetalSd,BrkFace,148,TA,Gd,CBlock,155000
2005,2006,Gable,VinylSd,VinylSd,BrkFace,82,TA,TA,PConc,140000
2008,2008,Hip,Stucco,Stucco,Stone,796,Ex,TA,PConc,160000
1959,1994,Hip,BrkFace,BrkFace,None,0,TA,TA,CBlock,154000
1999,1999,Gable,VinylSd,VinylSd,None,344,Gd,TA,PConc,225000
1942,1950,Gable,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,177500
1994,1994,Hip,VinylSd,VinylSd,BrkFace,391,Gd,TA,PConc,290000
2005,2005,Gable,VinylSd,VinylSd,BrkFace,228,Gd,TA,PConc,232000
2004,2004,Gable,VinylSd,VinylSd,Stone,117,Gd,TA,PConc,130000
2006,2007,Hip,VinylSd,VinylSd,Stone,300,Gd,TA,PConc,325000
2005,2006,Gable,VinylSd,VinylSd,Stone,94,Gd,TA,PConc,202500
1994,1995,Gable,VinylSd,VinylSd,None,0,TA,Gd,PConc,138000
1948,2005,Gable,MetalSd,MetalSd,None,0,TA,TA,CBlock,147000
1991,1991,Gable,HdBoard,HdBoard,BrkFace,88,TA,TA,CBlock,179200
1959,2002,Gable,BrkFace,HdBoard,None,0,Gd,Gd,PConc,335000
2005,2007,Gable,VinylSd,VinylSd,BrkFace,80,Gd,TA,PConc,203000
1990,1990,Gable,Wd Sdng,Wd Sdng,BrkFace,336,Gd,TA,PConc,302000
1999,1999,Gable,VinylSd,VinylSd,BrkFace,165,Gd,TA,PConc,333168
1954,1954,Hip,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,119000
1969,1969,Gable,HdBoard,HdBoard,None,0,TA,TA,CBlock,206900
2008,2008,Gable,VinylSd,VinylSd,Stone,270,Gd,TA,PConc,295493
2006,2007,Gable,VinylSd,VinylSd,None,0,Gd,TA,PConc,208900
2001,2002,Hip,VinylSd,VinylSd,BrkFace,178,Gd,TA,PConc,275000
1954,1954,Hip,Wd Sdng,Wd Sdng,BrkFace,132,TA,TA,PConc,111000
1957,1957,Hip,BrkFace,BrkFace,None,0,TA,TA,CBlock,156500
1992,1992,Gable,HdBoard,HdBoard,None,0,Gd,TA,PConc,190000
2006,2007,Gable,VinylSd,VinylSd,BrkFace,428,Gd,TA,PConc,147000
1982,2008,Gable,VinylSd,VinylSd,None,0,Gd,Gd,CBlock,130500
1920,1950,Gable,BrkFace,Wd Sdng,None,0,Gd,Gd,BrkTil,256000
1998,1998,Hip,VinylSd,VinylSd,None,0,TA,TA,PConc,176500
2006,2006,Hip,VinylSd,VinylSd,Stone,410,Gd,TA,PConc,227000
1976,1976,Gable,MetalSd,MetalSd,None,0,TA,TA,CBlock,132500
1938,1958,Gable,MetalSd,MetalSd,None,0,TA,TA,CBlock,100000
1938,1995,Gable,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,125500
1970,1970,Gable,HdBoard,HdBoard,None,312,TA,TA,CBlock,125000
1977,1977,Gable,Plywood,Plywood,BrkFace,360,TA,TA,CBlock,167900
1973,1973,Gable,Plywood,Plywood,BrkFace,564,TA,TA,CBlock,135000
2002,2002,Gable,VinylSd,VinylSd,None,0,Gd,TA,PConc,200000
1972,1972,Hip,MetalSd,MetalSd,None,0,TA,Gd,CBlock,128500
1971,1971,Gable,MetalSd,MetalSd,None,0,TA,TA,CBlock,123000
2003,2004,Gable,VinylSd,VinylSd,None,0,TA,TA,PConc,155000
2002,2002,Gable,VinylSd,VinylSd,BrkFace,149,Gd,TA,PConc,228500
1928,1950,Gable,BrkFace,Stone,None,0,TA,TA,BrkTil,177000
2006,2006,Gable,VinylSd,VinylSd,None,0,Gd,TA,PConc,155835
1920,1950,Hip,MetalSd,MetalSd,None,0,TA,TA,PConc,108500
1968,2003,Hip,BrkFace,HdBoard,None,0,TA,TA,CBlock,262500
2006,2007,Gable,VinylSd,VinylSd,Stone,100,Gd,TA,PConc,283463
1998,1998,Gable,VinylSd,VinylSd,None,0,Gd,TA,PConc,215000
1969,1969,Gable,MetalSd,MetalSd,BrkFace,368,TA,TA,CBlock,200000
1962,1962,Gable,HdBoard,HdBoard,BrkFace,318,TA,TA,CBlock,171000
1937,2000,Gable,MetalSd,MetalSd,None,0,Gd,TA,BrkTil,134900
1995,1996,Hip,VinylSd,VinylSd,BrkFace,579,Gd,TA,PConc,410000
2000,2000,Gable,VinylSd,VinylSd,None,0,Gd,TA,PConc,235000
1968,1992,Gable,MetalSd,MetalSd,BrkFace,143,TA,TA,CBlock,170000
1966,1966,Gable,HdBoard,HdBoard,BrkFace,65,TA,TA,CBlock,110000
1971,2008,Gable,VinylSd,VinylSd,None,0,TA,TA,CBlock,149900
2000,2000,Gable,MetalSd,MetalSd,BrkFace,216,Gd,TA,PConc,177500
2004,2005,Hip,VinylSd,VinylSd,BrkFace,66,Gd,TA,PConc,315000
1921,1998,Gable,MetalSd,Wd Sdng,None,0,TA,TA,BrkTil,189000
2005,2005,Hip,VinylSd,VinylSd,Stone,16,Gd,TA,PConc,260000
1920,2007,Gable,VinylSd,VinylSd,None,0,TA,Gd,BrkTil,104900
2006,2007,Gable,VinylSd,VinylSd,None,0,TA,TA,PConc,156932
2005,2005,Gable,MetalSd,MetalSd,None,0,Gd,TA,PConc,144152
2000,2000,Gable,VinylSd,VinylSd,None,0,Gd,TA,PConc,216000
1999,1999,Gable,VinylSd,VinylSd,BrkFace,158,Gd,TA,PConc,193000
1977,1977,Gable,CemntBd,CmentBd,None,0,TA,TA,PConc,127000
2003,2004,Gable,VinylSd,VinylSd,BrkFace,170,Gd,TA,PConc,144000
2003,2003,Hip,VinylSd,VinylSd,BrkFace,171,Gd,TA,PConc,232000
1920,1950,Gable,CBlock,CBlock,None,0,Fa,TA,PConc,105000
1955,1996,Hip,AsbShng,AsbShng,None,0,TA,TA,CBlock,165500
1998,1998,Gable,VinylSd,VinylSd,None,0,TA,TA,PConc,274300
2001,2002,Hip,VinylSd,VinylSd,BrkFace,705,Ex,TA,PConc,466500
2005,2005,Gable,CemntBd,CmentBd,None,0,Gd,TA,PConc,250000
2007,2007,Gable,VinylSd,VinylSd,BrkFace,80,Gd,TA,PConc,239000
1930,1950,Gable,Wd Sdng,Wd Sdng,None,0,TA,TA,BrkTil,91000
1941,1960,Gable,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,117000
1973,1973,Gable,HdBoard,HdBoard,BrkFace,408,TA,TA,CBlock,83000
1914,1950,Gable,Stucco,Stucco,None,0,TA,Fa,BrkTil,58500
1970,1970,Gable,BrkFace,Plywood,None,0,TA,TA,CBlock,237500
1920,1950,Hip,Wd Sdng,Wd Sdng,None,0,TA,TA,BrkTil,157000
1918,2007,Gable,Wd Sdng,Wd Sdng,None,0,TA,Gd,BrkTil,112000
1939,1950,Gable,WdShing,Wd Shng,None,0,TA,TA,BrkTil,105000
1922,2007,Gable,VinylSd,VinylSd,None,0,TA,Gd,BrkTil,125500
1978,1978,Gable,Plywood,Plywood,BrkFace,184,TA,TA,CBlock,250000
1916,1950,Gable,Stucco,Stucco,None,0,TA,Gd,BrkTil,136000
2006,2007,Gable,VinylSd,VinylSd,Stone,160,Ex,TA,PConc,377500
1941,1950,Gable,Wd Sdng,Wd Sdng,None,0,TA,Gd,BrkTil,131000
2000,2000,Gable,VinylSd,VinylSd,BrkFace,244,Gd,TA,PConc,235000
1967,1967,Gable,Plywood,Plywood,None,0,TA,TA,CBlock,124000
1967,1967,Gable,HdBoard,HdBoard,None,0,TA,TA,CBlock,123000
1905,2000,Gable,Wd Sdng,Wd Sdng,None,0,TA,TA,BrkTil,163000
2006,2006,Hip,VinylSd,VinylSd,BrkFace,45,Gd,TA,PConc,246578
2005,2006,Hip,VinylSd,VinylSd,BrkFace,245,Gd,TA,PConc,281213
1948,1950,Gable,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,160000
1920,2004,Gable,MetalSd,MetalSd,None,0,TA,TA,BrkTil,137500
1950,1982,Gable,VinylSd,Wd Sdng,None,0,TA,TA,CBlock,138000
1925,1990,Gable,WdShing,Wd Shng,None,0,TA,TA,BrkTil,137450
1929,1950,Gable,WdShing,Wd Shng,None,0,TA,TA,BrkTil,120000
2004,2004,Gable,VinylSd,VinylSd,None,0,TA,TA,PConc,193000
2006,2006,Gable,VinylSd,VinylSd,None,0,Gd,TA,PConc,193879
2007,2007,Gable,VinylSd,VinylSd,Stone,84,Gd,TA,PConc,282922
1915,1950,Gable,Wd Sdng,Wd Sdng,None,0,TA,TA,PConc,105000
2004,2005,Hip,CemntBd,CmentBd,Stone,174,Gd,TA,PConc,275000
1972,2007,Gable,HdBoard,Wd Shng,None,0,TA,TA,CBlock,133000
1910,1950,Gable,VinylSd,VinylSd,None,0,TA,TA,CBlock,125500
1986,1991,Gable,Plywood,Plywood,BrkFace,123,TA,Gd,CBlock,215000
2001,2001,Gable,VinylSd,VinylSd,None,0,Gd,TA,PConc,230000
1950,2005,Gable,VinylSd,VinylSd,None,0,TA,Gd,CBlock,140000
2005,2006,Gable,VinylSd,VinylSd,Stone,366,Gd,TA,PConc,257000
1923,2000,Gambrel,Wd Sdng,Wd Sdng,None,0,TA,TA,BrkTil,207000
2007,2007,Hip,VinylSd,VinylSd,BrkFace,130,Gd,TA,PConc,175900
1885,1950,Gable,VinylSd,AsbShng,None,0,TA,TA,PConc,122500
1998,1998,Gable,VinylSd,VinylSd,BrkFace,731,Gd,TA,PConc,340000
1963,1963,Gable,HdBoard,HdBoard,None,0,TA,TA,CBlock,124000
1969,1969,Gable,Plywood,Plywood,BrkFace,312,Gd,Gd,CBlock,223000
1968,1968,Gable,HdBoard,HdBoard,BrkFace,420,TA,TA,CBlock,179900
1977,1977,Gable,Plywood,Plywood,None,0,TA,TA,CBlock,127500
2003,2003,Gable,VinylSd,VinylSd,BrkFace,170,Gd,TA,PConc,136500
1966,1966,Flat,Plywood,Plywood,None,0,Gd,Gd,CBlock,274970
1958,1983,Hip,HdBoard,HdBoard,None,0,TA,TA,CBlock,144000
1959,1959,Hip,HdBoard,HdBoard,Stone,243,Gd,TA,CBlock,142000
1994,1994,Gable,VinylSd,VinylSd,BrkFace,448,Gd,TA,PConc,271000
1945,1950,Gable,MetalSd,MetalSd,None,0,TA,TA,CBlock,140000
1940,1992,Gable,MetalSd,MetalSd,Stone,294,TA,Gd,CBlock,119000
1981,1981,Gable,MetalSd,MetalSd,BrkFace,310,Gd,Gd,CBlock,182900
2005,2005,Gable,VinylSd,VinylSd,None,0,Gd,TA,PConc,192140
1976,1976,Gable,Plywood,Plywood,None,0,TA,TA,CBlock,143750
1927,2007,Gable,Wd Sdng,Wd Sdng,None,0,TA,TA,BrkTil,64500
2000,2000,Gable,VinylSd,VinylSd,BrkFace,318,TA,TA,PConc,186500
1977,1977,Gable,BrkFace,BrkFace,None,0,TA,TA,CBlock,160000
1962,2005,Gable,Wd Sdng,Wd Sdng,BrkFace,237,Gd,Gd,CBlock,174000
1971,1971,Gable,HdBoard,HdBoard,None,0,TA,TA,PConc,120500
2008,2008,Hip,VinylSd,VinylSd,Stone,426,Ex,TA,PConc,394617
1957,1996,Gable,MetalSd,MetalSd,None,0,TA,TA,CBlock,149700
