BsmtQual,BsmtFinType1,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,Electrical,X1stFlrSF,GrLivArea,SalePrice
TA,Rec,504,546,1050,Gd,Y,SBrkr,1050,1050,128900
TA,Unf,0,1104,1104,Ex,Y,FuseA,1104,1788,161500
TA,Unf,0,764,764,Ex,Y,FuseA,1060,1824,180500
Gd,GLQ,266,1139,1405,Ex,Y,SBrkr,1337,1337,181000
Gd,GLQ,450,241,691,Ex,Y,SBrkr,713,1452,183900
TA,Unf,0,925,925,TA,N,FuseF,964,1889,122000
Ex,Unf,0,2002,2002,Ex,Y,SBrkr,2018,2018,378500
TA,Rec,192,536,728,Ex,Y,SBrkr,1968,3447,381000
TA,BLQ,460,414,874,TA,Y,FuseA,874,1524,144000
Gd,GLQ,1258,74,1332,TA,Y,SBrkr,1332,1524,260000
TA,Unf,0,1489,1489,Gd,Y,SBrkr,1489,1489,185750
TA,BLQ,560,0,935,TA,Y,SBrkr,935,935,137000
TA,ALQ,719,300,1019,Gd,Y,SBrkr,1357,1357,177000
TA,Unf,0,661,661,Ex,Y,SBrkr,661,1250,139000
TA,Rec,220,708,928,Gd,Y,FuseA,928,1920,137000
TA,BLQ,593,130,723,TA,Y,SBrkr,735,1395,162000
Gd,ALQ,528,1152,1680,Fa,Y,SBrkr,1724,1724,197900
TA,Unf,0,698,698,TA,Y,FuseA,698,1128,68400
Gd,GLQ,788,785,1573,Ex,Y,SBrkr,1573,1573,227000
Gd,ALQ,1053,256,1309,TA,Y,SBrkr,1339,1339,180000
Gd,LwQ,532,364,1040,TA,Y,SBrkr,1040,1040,150500
TA,Unf,0,804,804,Ex,Y,SBrkr,1699,2447,169000
TA,Unf,0,780,780,Ex,Y,FuseF,825,1412,132500
TA,ALQ,569,678,1328,TA,Y,SBrkr,1328,1328,143000
TA,Rec,812,812,1624,Fa,Y,SBrkr,1582,1582,190000
Gd,GLQ,1158,343,1501,Ex,Y,SBrkr,1659,1659,278000
Gd,Unf,0,1085,1085,Ex,Y,SBrkr,1120,1970,281000
TA,GLQ,1014,138,1152,TA,Y,SBrkr,1152,1152,180500
TA,ALQ,231,399,630,TA,Y,SBrkr,630,1302,119500
TA,Unf,0,994,994,TA,N,SBrkr,1378,2372,107500
Gd,GLQ,194,638,832,TA,Y,SBrkr,832,1664,162900
TA,Rec,167,697,864,TA,Y,SBrkr,864,864,115000
TA,BLQ,1016,36,1052,Gd,Y,SBrkr,1052,1052,138500
TA,ALQ,776,344,1120,Gd,Y,SBrkr,1128,1128,155000
Gd,GLQ,547,0,547,Gd,Y,SBrkr,1072,1072,140000
Ex,GLQ,5644,466,6110,Ex,Y,SBrkr,4692,5642,160000
TA,LwQ,340,0,1246,Ex,Y,SBrkr,1246,1246,154000
Gd,GLQ,694,284,978,Ex,Y,SBrkr,1005,1983,225000
TA,BLQ,547,224,771,Fa,Y,SBrkr,753,1494,177500
Gd,GLQ,740,425,1165,Ex,Y,SBrkr,1203,2526,290000
Gd,Unf,0,1616,1616,Ex,Y,SBrkr,1616,1616,232000
Gd,Unf,0,976,976,Ex,Y,SBrkr,976,1708,130000
Ex,GLQ,1572,80,1652,Ex,Y,SBrkr,1652,1652,325000
Gd,Unf,0,1368,1368,Ex,Y,SBrkr,1368,1368,202500
Gd,ALQ,746,244,990,Ex,Y,SBrkr,990,990,138000
TA,GLQ,144,172,924,Ex,Y,SBrkr,1122,1122,147000
Gd,GLQ,1200,78,1278,Gd,Y,SBrkr,1294,1294,179200
Gd,GLQ,1406,496,1902,TA,Y,SBrkr,1902,1902,335000
Gd,GLQ,925,349,1274,Ex,Y,SBrkr,1274,1274,203000
Ex,GLQ,482,971,1453,Ex,Y,SBrkr,1453,2810,302000
Gd,Unf,0,1393,1393,Ex,Y,SBrkr,1422,2599,333168
TA,Rec,732,216,948,Ex,Y,SBrkr,948,948,119000
Fa,ALQ,500,176,952,TA,Y,SBrkr,1092,2112,206900
Ex,Unf,0,1622,1622,Ex,Y,SBrkr,1630,1630,295493
Ex,Unf,0,1352,1352,Ex,Y,SBrkr,1352,1352,208900
Gd,Unf,0,1753,1753,Ex,Y,SBrkr,1787,1787,275000
TA,ALQ,492,372,864,Ex,Y,SBrkr,948,948,111000
TA,ALQ,189,628,1478,Gd,Y,SBrkr,1478,1478,156500
Gd,GLQ,674,76,750,Ex,Y,SBrkr,1061,1923,190000
Ex,Unf,0,1795,1795,Ex,Y,SBrkr,1795,1795,147000
TA,ALQ,641,175,816,Ex,Y,SBrkr,816,816,130500
Gd,LwQ,493,1017,1510,Ex,Y,SBrkr,1584,2792,256000
Gd,Unf,0,935,935,Gd,Y,SBrkr,955,1632,176500
Gd,Unf,0,1588,1588,Ex,Y,SBrkr,1588,1588,227000
TA,ALQ,483,428,911,Gd,Y,SBrkr,954,954,132500
TA,ALQ,690,126,816,Ex,Y,SBrkr,816,816,100000
TA,Unf,0,803,803,Ex,Y,SBrkr,803,1360,125500
TA,LwQ,765,0,765,TA,Y,SBrkr,765,1365,125000
Gd,ALQ,686,664,1350,TA,Y,SBrkr,1334,1334,167900
TA,Unf,0,1656,1656,TA,Y,SBrkr,1656,1656,135000
Gd,GLQ,700,216,916,Ex,Y,SBrkr,920,1861,200000
TA,Rec,360,504,864,Ex,Y,SBrkr,864,864,128500
TA,Unf,0,858,858,TA,Y,SBrkr,872,872,123000
Gd,GLQ,814,300,1114,Ex,Y,SBrkr,1114,1114,155000
Gd,Unf,0,1284,1284,Ex,Y,SBrkr,1284,2169,228500
TA,Unf,0,896,896,Gd,Y,SBrkr,1172,1913,177000
Gd,Unf,0,728,728,Ex,Y,SBrkr,728,1456,155835
TA,ALQ,250,710,960,Gd,Y,FuseA,960,960,108500
TA,BLQ,297,1203,1568,TA,Y,SBrkr,2156,2156,262500
Ex,GLQ,80,1652,1732,Ex,Y,SBrkr,1776,1776,283463
Gd,GLQ,1443,39,1482,Ex,Y,SBrkr,1494,1494,215000
TA,LwQ,500,748,1248,TA,Y,SBrkr,1338,2634,200000
TA,Rec,319,539,858,Ex,Y,SBrkr,858,1716,171000
TA,Unf,0,698,698,TA,Y,SBrkr,786,1176,134900
Gd,GLQ,816,1217,2033,Ex,Y,SBrkr,2053,3238,410000
Gd,GLQ,735,257,992,Ex,Y,SBrkr,992,1865,235000
TA,Unf,0,570,570,Gd,Y,SBrkr,1222,1920,170000
TA,Rec,340,524,864,TA,Y,SBrkr,892,892,110000
TA,GLQ,734,344,1078,Ex,Y,SBrkr,1078,1078,149900
Gd,GLQ,378,378,756,Ex,Y,SBrkr,769,1573,177500
Ex,GLQ,1447,533,1980,Ex,Y,SBrkr,1980,1980,315000
TA,Unf,0,612,612,Ex,Y,SBrkr,990,2601,189000
Ex,ALQ,1274,256,1530,Ex,Y,SBrkr,1530,1530,260000
TA,Unf,0,715,715,Gd,Y,SBrkr,1281,1738,104900
Gd,Unf,0,616,616,Ex,Y,SBrkr,616,1412,156932
Gd,Unf,0,600,600,Ex,Y,SBrkr,520,1200,144152
Gd,GLQ,533,281,814,Ex,Y,SBrkr,814,1674,216000
Gd,GLQ,633,240,873,Ex,Y,SBrkr,882,1790,193000
TA,ALQ,548,36,757,Ex,Y,SBrkr,925,1475,127000
Gd,GLQ,685,163,848,Ex,Y,SBrkr,848,848,144000
Gd,BLQ,370,315,1657,Ex,Y,SBrkr,1668,1668,232000
TA,ALQ,315,420,840,Ex,Y,SBrkr,840,1374,105000
TA,BLQ,831,161,992,Gd,Y,SBrkr,1661,1661,165500
Gd,GLQ,975,133,1108,Ex,Y,SBrkr,1108,2097,274300
Ex,GLQ,1282,1351,2633,Ex,Y,SBrkr,2633,2633,466500
Gd,Unf,0,1026,1026,Ex,Y,SBrkr,1026,1958,250000
Gd,Unf,0,1571,1571,Ex,Y,SBrkr,1571,1571,239000
Gd,Rec,384,384,768,TA,N,SBrkr,790,790,91000
TA,LwQ,408,156,984,Ex,Y,SBrkr,984,1604,117000
TA,BLQ,309,174,483,TA,Y,SBrkr,483,987,83000
TA,Rec,203,661,864,TA,N,FuseF,864,864,58500
TA,BLQ,865,340,1205,Ex,Y,SBrkr,2117,2117,237500
Fa,Unf,0,596,596,Ex,Y,SBrkr,998,1762,157000
TA,Unf,0,816,816,Ex,Y,SBrkr,1416,1416,112000
TA,Rec,204,356,560,TA,Y,SBrkr,698,1258,105000
TA,BLQ,735,61,796,Gd,Y,SBrkr,796,1154,125500
Gd,BLQ,790,133,1392,TA,Y,SBrkr,1392,2784,250000
TA,Rec,168,0,714,TA,N,SBrkr,1664,2526,136000
Ex,GLQ,1320,426,1746,Ex,Y,SBrkr,1746,1746,377500
TA,ALQ,375,360,735,Ex,Y,SBrkr,869,1218,131000
Gd,GLQ,1400,125,1525,Ex,Y,SBrkr,1525,1525,235000
TA,Unf,0,1584,1584,TA,Y,SBrkr,1584,1584,124000
TA,ALQ,769,95,864,TA,Y,SBrkr,900,900,123000
Fa,Unf,0,482,482,Ex,N,SBrkr,1221,1912,163000
Gd,GLQ,1070,286,1356,Ex,Y,SBrkr,1500,1500,246578
Gd,Unf,0,1094,1094,Ex,Y,SBrkr,1133,2482,281213
TA,BLQ,353,60,747,TA,Y,SBrkr,1687,1687,160000
TA,Unf,0,939,939,Ex,Y,SBrkr,939,1513,137500
TA,Rec,180,676,1208,Gd,Y,FuseA,1136,1904,138000
TA,BLQ,264,712,976,Ex,Y,SBrkr,1160,1608,137450
TA,Unf,0,862,862,TA,Y,SBrkr,950,1158,120000
TA,GLQ,759,80,839,Ex,Y,SBrkr,864,1593,193000
Gd,Unf,0,1286,1286,Ex,Y,SBrkr,1294,1294,193879
Gd,GLQ,929,556,1485,Ex,Y,SBrkr,1464,1464,282922
TA,Unf,0,672,672,TA,Y,SBrkr,694,1214,105000
Ex,GLQ,1373,221,1594,Ex,Y,SBrkr,1646,1646,275000
Gd,GLQ,656,112,768,TA,Y,SBrkr,768,768,133000
Fa,Unf,0,622,622,Gd,Y,SBrkr,741,1363,125500
Gd,Unf,0,791,791,Gd,Y,SBrkr,1236,2093,215000
Gd,GLQ,666,278,944,Ex,Y,SBrkr,944,1840,230000
TA,BLQ,120,736,856,Ex,Y,SBrkr,1112,1668,140000
Gd,GLQ,976,868,1844,Ex,Y,SBrkr,1844,1844,257000
TA,Unf,0,833,833,Gd,Y,SBrkr,1053,1848,207000
Gd,ALQ,988,398,1386,Ex,Y,SBrkr,1569,1569,175900
TA,Unf,0,777,777,Gd,Y,SBrkr,1246,2290,122500
Gd,GLQ,781,503,1284,Ex,Y,SBrkr,1310,2450,340000
TA,BLQ,25,247,1144,TA,Y,SBrkr,1144,1144,124000
TA,Rec,1110,734,1844,Gd,Y,SBrkr,1844,1844,223000
TA,ALQ,404,304,708,Gd,Y,SBrkr,708,1416,179900
Gd,ALQ,360,709,1069,TA,Y,SBrkr,1069,1069,127500
Gd,GLQ,686,162,848,Ex,Y,SBrkr,848,848,136500
Gd,Unf,0,697,697,TA,Y,SBrkr,1575,2201,274970
TA,ALQ,457,193,1024,TA,Y,SBrkr,1344,1344,144000
TA,Unf,0,1252,1252,Ex,Y,SBrkr,1252,1252,142000
Gd,GLQ,1000,223,1223,Ex,Y,SBrkr,1223,2127,271000
TA,BLQ,580,333,913,TA,Y,FuseA,1048,1558,140000
TA,BLQ,510,278,788,TA,Y,SBrkr,804,804,119000
Gd,BLQ,678,762,1440,Ex,Y,SBrkr,1440,1440,182900
Gd,Unf,0,732,732,Ex,Y,SBrkr,734,1838,192140
Gd,LwQ,958,0,958,TA,Y,SBrkr,958,958,143750
TA,Unf,0,656,656,TA,Y,SBrkr,968,968,64500
Gd,Unf,0,936,936,Ex,Y,SBrkr,962,1792,186500
TA,ALQ,936,190,1126,Fa,Y,SBrkr,1126,1126,160000
TA,Unf,0,1319,1319,TA,Y,SBrkr,1537,1537,174000
TA,ALQ,616,248,864,TA,Y,SBrkr,864,864,120500
Ex,GLQ,1336,596,1932,Ex,Y,SBrkr,1932,1932,394617
TA,GLQ,600,312,912,TA,Y,FuseA,1236,1236,149700
TA,GLQ,315,114,539,TA,Y,SBrkr,1040,1725,197000
Ex,Unf,0,588,588,Fa,Y,SBrkr,1423,2555,191000
Gd,GLQ,697,151,848,Ex,Y,SBrkr,848,848,149300
Ex,GLQ,765,252,1017,Ex,Y,SBrkr,1026,2007,310000
TA,Unf,0,952,952,Fa,N,FuseF,952,952,121000
Gd,Unf,0,1422,1422,Ex,Y,SBrkr,1422,1422,179600
TA,LwQ,187,0,814,Gd,Y,SBrkr,913,913,129000
TA,Rec,593,595,1188,TA,Y,SBrkr,1188,1188,157900
Gd,GLQ,1079,141,1220,Ex,Y,SBrkr,1220,2090,240000
Fa,Unf,0,560,560,Gd,N,SBrkr,796,1346,112000
Gd,Unf,0,1573,1573,Ex,Y,SBrkr,1578,1578,287090
Gd,GLQ,547,0,547,Gd,Y,SBrkr,1072,1072,145000
Gd,GLQ,410,811,1221,Ex,Y,SBrkr,1221,1221,185000
Gd,Unf,0,953,953,Ex,Y,SBrkr,953,1647,175000
Gd,ALQ,790,589,1542,TA,Y,SBrkr,2073,2073,210000
TA,GLQ,275,877,1152,Ex,Y,SBrkr,1188,2340,266500
TA,GLQ,49,0,1078,Gd,Y,FuseA,1078,1078,142125
TA,BLQ,830,136,1256,Gd,Y,SBrkr,1256,1256,147500
